Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y61.sam
AT1G68430	47
AT1G68440	2217.50
AT1G68450	10
AT1G68460	27
AT1G68470	94.50
AT1G68480	3
AT1G68490	1327.33
AT1G68500	54
AT1G68510	0.50
AT1G68520	3438.83
AT1G68526	7
AT1G68530	16631.33
AT1G68540	96
AT1G68550	153.08
AT1G68552	153.08
AT1G68560	1178.25
AT1G68568	103.17
AT1G68570	549.17
AT1G68580	213
AT1G68585	690.00
AT1G68590	9948.92
AT1G68600	598
AT1G68610	0
AT1G68620	308.50
AT1G68630	8.50
AT1G68640	28.50
AT1G68650	152
AT1G68660	3382.50
AT1G68670	788.33
AT1G68680	425
AT1G68690	99.50
AT1G68700	10.67
AT1G68710	59.67
AT1G68720	259
AT1G68725	98
AT1G68730	244.00
AT1G68740	25
AT1G68750	0
AT1G68760	368.83
AT1G68765	20
AT1G68770	20.33
AT1G68780	255
AT1G68790	192.50
AT1G68795	19
AT1G68800	3
AT1G68810	217
AT1G68820	232.50
AT1G68825	1
AT1G68830	959.25
AT1G68840	3214
AT1G68845	0
AT1G68850	8
AT1G68860	0
AT1G68862	40.50
AT1G68870	88
AT1G68872	18
AT1G68875	0
AT1G68880	0
AT1G68890	336
AT1G68905	0
AT1G68907	0
AT1G68910	188.50
AT1G68920	156.67
AT1G68930	9
AT1G68935	12
AT1G68940	45
AT1G68945	192
AT1G68950	0
AT1G68960	0
AT1G68970	0
AT1G68980	121
AT1G68990	145
AT1G69000	0
AT1G69010	157
AT1G69020	23
AT1G69030	188
AT1G69040	158
AT1G69050	8
AT1G69060	120
AT1G69070	105
AT1G69080	90
AT1G69090	0
AT1G69100	0
AT1G69120	0
AT1G69130	0
AT1G69150	1
AT1G69160	513
AT1G69170	87
AT1G69180	1
AT1G69190	0
AT1G69200	233
AT1G69210	64.50
AT1G69220	305
AT1G69230	57
AT1G69240	0
AT1G69250	338.50
AT1G69252	2255
AT1G69260	75.50
AT1G69270	408.33
AT1G69280	17.33
AT1G69290	58.33
AT1G69295	1455
AT1G69300	0
AT1G69310	172.50
AT1G69320	15
AT1G69325	2
AT1G69330	350.50
AT1G69340	664
AT1G69350	7
AT1G69360	52
AT1G69370	176
AT1G69380	115
AT1G69390	1105.50
AT1G69400	27
AT1G69410	1656.67
AT1G69420	705.33
AT1G69430	6
AT1G69440	66
AT1G69450	341
AT1G69460	982
AT1G69470	0
AT1G69480	4
AT1G69485	9
AT1G69490	271.50
AT1G69500	0
AT1G69510	1481.50
AT1G69520	85
AT1G69523	221
AT1G69526	17
AT1G69530	6711.67
AT1G69540	3
AT1G69550	282.50
AT1G69560	0
AT1G69570	59.50
AT1G69572	56.50
AT1G69580	58
AT1G69587	159
AT1G69588	7
AT1G69600	5
AT1G69610	69
AT1G69620	3198.33
AT1G69630	0
AT1G69640	800
AT1G69650	0
AT1G69660	0
AT1G69670	66
AT1G69680	169
AT1G69690	787
AT1G69700	589
AT1G69710	0
AT1G69720	231
AT1G69730	327
AT1G69740	4355.17
AT1G69750	320.75
AT1G69760	429
AT1G69770	194.50
AT1G69780	289.25
AT1G69790	18
AT1G69792	0
AT1G69795	0
AT1G69797	0
AT1G69800	401
AT1G69810	16
AT1G69818	0
AT1G69820	0
AT1G69825	0
AT1G69828	0
AT1G69830	1073
AT1G69840	1389.00
AT1G69850	515.50
AT1G69860	0
AT1G69870	2762.50
AT1G69880	28
AT1G69890	773.50
AT1G69900	160
AT1G69910	282
AT1G69920	7
AT1G69930	26
AT1G69935	1168.50
AT1G69940	0
AT1G69960	753.50
AT1G69970	57
AT1G69980	240
AT1G69990	0
AT1G70000	693.50
AT1G70020	26
AT1G70030	1
AT1G70040	0
AT1G70050	0
AT1G70060	187.50
AT1G70070	265.50
AT1G70080	0
AT1G70090	1127.50
AT1G70100	167
AT1G70110	0
AT1G70120	0
AT1G70130	2
AT1G70140	112
AT1G70150	162
AT1G70160	1630.17
AT1G70170	25
AT1G70180	366.50
AT1G70185	1
AT1G70190	353
AT1G70200	338
AT1G70209	0
AT1G70210	325.50
AT1G70220	0
AT1G70230	392.50
AT1G70250	193
AT1G70260	25
AT1G70270	12
AT1G70280	369.50
AT1G70290	389
AT1G70300	53
AT1G70310	854
AT1G70320	577
AT1G70330	976.67
AT1G70340	245.33
AT1G70350	144
AT1G70360	86.50
AT1G70370	4403
AT1G70380	0
AT1G70390	0
AT1G70400	0
AT1G70410	5190.67
AT1G70420	256
AT1G70430	17
AT1G70440	0
AT1G70450	0
AT1G70460	0
AT1G70470	91
AT1G70480	196
AT1G70490	5623.17
AT1G70500	10
AT1G70505	107
AT1G70510	5
AT1G70518	119.33
AT1G70520	300.33
AT1G70530	130
AT1G70540	0
AT1G70550	217
AT1G70560	72
AT1G70570	450.50
AT1G70580	682
AT1G70581	16
AT1G70590	416.67
AT1G70600	3396.50
AT1G70610	290
AT1G70620	285
AT1G70630	74
AT1G70640	3
AT1G70645	0
AT1G70650	1052.17
AT1G70660	1050.17
AT1G70670	405
AT1G70680	1.50
AT1G70690	410.67
AT1G70700	5204.83
AT1G70710	494.50
AT1G70720	0
AT1G70730	2898.58
AT1G70740	130
AT1G70750	125.50
AT1G70760	5008.50
AT1G70770	2796.00
AT1G70780	3215.50
AT1G70782	3215.50
AT1G70790	104
AT1G70800	78
AT1G70810	514.33
AT1G70820	1613.00
AT1G70830	7039.67
AT1G70840	0
AT1G70850	48.83
AT1G70860	0
AT1G70870	0
AT1G70880	3
AT1G70890	5841.50
AT1G70895	89.50
AT1G70900	1152.25
AT1G70910	0
AT1G70920	4
AT1G70940	4942.50
AT1G70944	1
AT1G70949	0
AT1G70950	6
AT1G70960	0
AT1G70970	0
AT1G70980	247
AT1G70985	168
AT1G70990	27
AT1G71000	2
AT1G71002	0
AT1G71010	291.50
AT1G71015	16
AT1G71020	166
AT1G71030	767
AT1G71040	1041.83
AT1G71050	318
AT1G71060	32.50
AT1G71070	385
AT1G71080	350.83
AT1G71090	617
AT1G71100	650.50
AT1G71110	118.50
AT1G71120	5
AT1G71130	450
AT1G71140	119
AT1G71150	1.33
AT1G71160	0
AT1G71170	327
AT1G71180	364.50
AT1G71190	347
AT1G71200	0
AT1G71210	66
AT1G71220	386
AT1G71230	51
AT1G71235	0
AT1G71240	152.50
AT1G71250	6.50
AT1G71260	238.50
AT1G71270	220
AT1G71280	2
AT1G71290	0
AT1G71300	0
AT1G71310	186
AT1G71320	0
AT1G71330	12
AT1G71340	584.33
AT1G71350	289.33
AT1G71360	88
AT1G71370	0
AT1G71380	2
AT1G71390	14
AT1G71400	31.50
AT1G71410	404.50
AT1G71420	10.50
AT1G71430	322
AT1G71440	205.50
AT1G71450	1.50
AT1G71460	67.50
AT1G71470	0
AT1G71480	1009.33
AT1G71490	200.33
AT1G71500	8950.50
AT1G71520	0
AT1G71528	17.50
AT1G71530	17.50
AT1G71680	0
AT1G71690	5
AT1G71691	2
AT1G71692	3
AT1G71695	2269.83
AT1G71696	216
AT1G71697	171
AT1G71700	1
AT1G71710	177
AT1G71720	275
AT1G71730	801
AT1G71740	5
AT1G71750	174.50
AT1G71760	8.50
AT1G71770	6
AT1G71780	367
AT1G71790	270
AT1G71800	231
AT1G71810	433.00
AT1G71820	458.50
AT1G71828	0
AT1G71830	48
AT1G71840	793.33
AT1G71850	107
AT1G71860	717.50
AT1G71865	112.50
AT1G71866	8.50
AT1G71870	48
AT1G71880	4725.92
AT1G71890	32.50
AT1G71900	426.50
AT1G71910	121
AT1G71920	111.50
AT1G71930	3
AT1G71940	177.50
AT1G71950	1496
AT1G71960	175
AT1G71970	482
AT1G71980	823.50
AT1G71990	38
AT1G72000	15
AT1G72010	1423.50
AT1G72020	4176
AT1G72030	1264
AT1G72040	628
AT1G72050	210.50
AT1G72060	145.33
AT1G72070	174.83
AT1G72080	0
AT1G72090	200
AT1G72100	0
AT1G72110	0
AT1G72120	68
AT1G72125	6
AT1G72130	568
AT1G72140	174
AT1G72141	0
AT1G72150	6343.33
AT1G72160	1232
AT1G72170	565
AT1G72175	226
AT1G72180	596.50
AT1G72190	128.50
AT1G72200	54
AT1G72210	67
AT1G72220	7
AT1G72230	420
AT1G72240	74
AT1G72250	29
AT1G72260	20
AT1G72270	100
AT1G72280	141.50
AT1G72290	0
AT1G72300	172
AT1G72310	281
AT1G72320	152
AT1G72330	227.50
AT1G72340	608.50
AT1G72350	0
AT1G72360	33.50
AT1G72370	10112.58
AT1G72390	248
AT1G72410	154.50
AT1G72416	384
AT1G72420	55
AT1G72430	1645.67
AT1G72440	181.00
AT1G72450	1689.67
AT1G72460	0
AT1G72470	207
AT1G72480	503.50
AT1G72490	4
AT1G72500	140.50
AT1G72510	1576
AT1G72520	507
AT1G72530	62
AT1G72540	15
AT1G72550	450
AT1G72560	162.50
AT1G72570	0
AT1G72580	0
AT1G72590	0
AT1G72600	25847.19
AT1G72610	25783.19
AT1G72620	7
AT1G72630	502.33
AT1G72640	502.00
AT1G72645	717
AT1G72650	115
AT1G72660	2
AT1G72670	60
AT1G72680	263.50
AT1G72690	60
AT1G72700	186.33
AT1G72710	1878.50
AT1G72720	6
AT1G72730	119
AT1G72740	660.50
AT1G72750	2105.33
AT1G72760	8
AT1G72770	330
AT1G72780	0
AT1G72790	290
AT1G72800	201
AT1G72810	223.50
AT1G72820	295.25
AT1G72830	83.83
AT1G72840	37
AT1G72850	27.50
AT1G72852	23.50
AT1G72855	17.50
AT1G72860	17.50
AT1G72870	3.50
AT1G72880	525.00
AT1G72890	122
AT1G72900	427.33
AT1G72910	920.43
AT1G72920	211.33
AT1G72930	6882.39
AT1G72940	269.33
AT1G72950	23
AT1G72960	3
AT1G72970	940.33
AT1G72980	2
AT1G72990	96
AT1G73000	0
AT1G73010	4
AT1G73020	115.50
AT1G73030	1580
AT1G73040	31.50
AT1G73050	0
AT1G73060	4341.50
AT1G73066	1
AT1G73080	221
AT1G73090	322
AT1G73100	123.50
AT1G73110	713
AT1G73120	0
AT1G73130	48
AT1G73140	0
AT1G73150	84
AT1G73160	0
AT1G73165	0
AT1G73170	427.00
AT1G73177	119.00
AT1G73180	440.83
AT1G73190	6
AT1G73200	286
AT1G73210	40
AT1G73220	17.17
AT1G73230	3043.67
AT1G73240	283
AT1G73250	289.50
AT1G73260	424
AT1G73270	0
AT1G73280	1
AT1G73290	0
AT1G73300	0
AT1G73310	57.50
AT1G73320	49.50
AT1G73325	100
AT1G73330	813
AT1G73340	0
AT1G73350	181
AT1G73360	52
AT1G73370	21
AT1G73380	265
AT1G73390	345.00
AT1G73400	56.50
AT1G73410	0
AT1G73430	313
AT1G73440	106
AT1G73450	54.17
AT1G73460	153.83
AT1G73470	784.50
AT1G73480	380
AT1G73490	628.00
AT1G73500	1288.50
AT1G73510	3
AT1G73530	1229.50
AT1G73540	178
AT1G73550	15
AT1G73560	0
AT1G73570	57
AT1G73580	4
AT1G73590	179
AT1G73600	2070.00
AT1G73602	2057.00
AT1G73603	0
AT1G73607	0
AT1G73610	0
AT1G73620	125
AT1G73630	132
AT1G73640	25
AT1G73650	1904
AT1G73655	5447.33
AT1G73660	289
AT1G73670	299
AT1G73680	353.50
AT1G73687	12
AT1G73690	14
AT1G73700	10
AT1G73710	92
AT1G73720	204
AT1G73730	128
AT1G73740	411.17
AT1G73750	426
AT1G73760	660
AT1G73770	51.50
AT1G73780	0
AT1G73790	231.00
AT1G73805	1059.83
AT1G73810	152
AT1G73820	282.50
AT1G73830	425
AT1G73840	662.67
AT1G73850	14
AT1G73860	0
AT1G73870	175
AT1G73875	67
AT1G73880	131.33
AT1G73885	8830
AT1G73890	28
AT1G73900	0
AT1G73910	4
AT1G73920	586.50
AT1G73930	230
AT1G73940	592
AT1G73950	261
AT1G73960	152.50
AT1G73965	7
AT1G73970	125
AT1G73980	276
AT1G73990	588.50
AT1G74000	49
AT1G74010	74
AT1G74020	596
AT1G74030	135.83
AT1G74040	386
AT1G74045	0
AT1G74050	3215.50
AT1G74055	11
AT1G74060	2435.67
AT1G74070	1210.50
AT1G74080	6
AT1G74088	40
AT1G74090	837.83
AT1G74100	1526.50
AT1G74110	0
AT1G74120	28
AT1G74130	0
AT1G74140	1
AT1G74150	3
AT1G74160	127
AT1G74170	93
AT1G74180	26
AT1G74190	3.50
AT1G74200	20.50
AT1G74205	25.50
AT1G74210	261
AT1G74220	0
AT1G74230	1240.00
AT1G74240	53
AT1G74250	176.67
AT1G74260	422
AT1G74270	1484.00
AT1G74280	107.25
AT1G74290	216.75
AT1G74300	221
AT1G74310	74
AT1G74320	179
AT1G74330	114.50
AT1G74340	690.50
AT1G74350	14
AT1G74360	126
AT1G74370	233
AT1G74380	609.17
AT1G74390	58
AT1G74400	16
AT1G74410	302
AT1G74420	41
AT1G74430	182.50
AT1G74440	543.67
AT1G74448	0
AT1G74450	195.50
AT1G74453	107
AT1G74456	111.50
AT1G74458	69
AT1G74460	15
AT1G74470	12205.00
AT1G74480	5
AT1G74490	15
AT1G74500	0
AT1G74510	291
AT1G74520	1233
AT1G74530	354.50
AT1G74540	10
AT1G74545	4
AT1G74550	26.50
AT1G74560	654.50
AT1G74570	0
AT1G74580	15.50
AT1G74590	103
AT1G74600	21
AT1G74610	0
AT1G74620	0
AT1G74630	3
AT1G74640	990.50
AT1G74650	43
AT1G74660	74
AT1G74670	3394
AT1G74680	144.50
AT1G74690	440
AT1G74700	73
AT1G74710	439
AT1G74720	389
AT1G74730	7266.33
AT1G74740	268.33
AT1G74750	133.50
AT1G74770	5
AT1G74780	133
AT1G74790	556
AT1G74800	139
AT1G74810	131.33
AT1G74820	0
AT1G74830	0
AT1G74840	959
AT1G74850	330
AT1G74860	62
AT1G74870	2
AT1G74875	22
AT1G74880	2344.83
AT1G74890	68.50
AT1G74900	173.83
AT1G74910	2484.00
AT1G74920	2111.50
AT1G74929	7.50
AT1G74930	194
AT1G74940	927
AT1G74950	1071.50
AT1G74960	2611.50
AT1G74970	9312.00
AT1G74990	0
AT1G75000	171
AT1G75010	202
AT1G75020	329
AT1G75030	270.67
AT1G75040	4225.33
AT1G75050	18
AT1G75060	68
AT1G75070	0
AT1G75080	919
AT1G75090	73
AT1G75100	325
AT1G75110	14
AT1G75120	24
AT1G75130	210.33
AT1G75140	166
AT1G75150	29
AT1G75160	0
AT1G75163	22
AT1G75166	16
AT1G75170	184.83
AT1G75180	565.83
AT1G75190	208
AT1G75200	243.50
AT1G75210	368
AT1G75220	1104.50
AT1G75230	312.50
AT1G75240	611.25
AT1G75250	111.75
AT1G75260	1
AT1G75270	422.50
AT1G75280	908.50
AT1G75290	6.83
AT1G75295	44.33
AT1G75300	41.83
AT1G75310	73.50
AT1G75330	2136.50
AT1G75335	150
AT1G75340	191
AT1G75350	4743.50
AT1G75360	69.50
AT1G75370	592.50
AT1G75380	7954.00
AT1G75388	91.33
AT1G75390	91.33
AT1G75400	442
AT1G75410	303
AT1G75420	148
AT1G75430	0
AT1G75440	277
AT1G75450	139.50
AT1G75460	4473.50
AT1G75470	0
AT1G75490	96
AT1G75500	4822.50
AT1G75510	523.50
AT1G75520	8
AT1G75530	0
AT1G75540	564.33
AT1G75550	39
AT1G75560	742.25
AT1G75570	0
AT1G75580	49
AT1G75590	63
AT1G75600	0
AT1G75620	4
AT1G75630	3091.00
AT1G75640	56.67
AT1G75650	0
AT1G75660	630.00
AT1G75670	170
AT1G75680	1422
AT1G75690	6348.58
AT1G75700	5
AT1G75710	465.50
AT1G75717	0
AT1G75720	9.50
AT1G75730	49
AT1G75740	0
AT1G75750	35875.75
AT1G75760	691.50
AT1G75770	115
AT1G75780	244.50
AT1G75790	0
AT1G75800	3277.00
AT1G75810	674.50
AT1G75820	823.33
AT1G75830	0
AT1G75840	987.83
AT1G75850	240.50
AT1G75860	263
AT1G75870	0
AT1G75880	116
AT1G75890	11.50
AT1G75891	9.50
AT1G75900	436
AT1G75910	0
AT1G75920	0
AT1G75930	0.50
AT1G75940	0
AT1G75950	9458.67
AT1G75960	445.50
AT1G75970	0
AT1G75980	67.50
AT1G75990	381
AT1G76000	0
AT1G76010	3250.50
AT1G76020	508
AT1G76030	2652.00
AT1G76040	207
AT1G76050	294.50
AT1G76060	188.50
AT1G76062	18
AT1G76065	54
AT1G76070	228
AT1G76080	9110.50
AT1G76090	799
AT1G76100	4981.50
AT1G76110	507.50
AT1G76120	51
AT1G76130	312.50
AT1G76135	5
AT1G76140	591
AT1G76150	878.50
AT1G76160	5285.50
AT1G76170	40.50
AT1G76180	13303.08
AT1G76185	154
AT1G76190	15
AT1G76200	2066.25
AT1G76210	0
AT1G76220	16
AT1G76230	0
AT1G76240	474.50
AT1G76250	7
AT1G76260	101.50
AT1G76270	105
AT1G76280	75
AT1G76290	0
AT1G76300	356.50
AT1G76310	27.50
AT1G76320	86
AT1G76330	0
AT1G76340	218
AT1G76350	76.50
AT1G76360	720
AT1G76370	0
AT1G76380	78
AT1G76390	109.50
AT1G76400	481
AT1G76405	316
AT1G76410	60
AT1G76420	10
AT1G76430	3
AT1G76440	184
AT1G76450	2070.67
AT1G76460	480.50
AT1G76470	13
AT1G76480	0
AT1G76490	7730.25
AT1G76500	1
AT1G76510	272.50
AT1G76520	1157
AT1G76530	4.50
AT1G76540	121
AT1G76550	304.50
AT1G76560	91
AT1G76570	391.17
AT1G76580	115
AT1G76590	315
AT1G76600	319
AT1G76610	62
AT1G76620	416.50
AT1G76630	187.00
AT1G76640	4
AT1G76650	128
AT1G76660	322.50
AT1G76670	2654
AT1G76680	975.00
AT1G76690	114.00
AT1G76700	271
AT1G76705	17
AT1G76710	94
AT1G76720	15
AT1G76728	0
AT1G76730	1529
AT1G76740	11
AT1G76750	0.50
AT1G76760	80.50
AT1G76770	4
AT1G76780	8
AT1G76790	410
AT1G76800	60
AT1G76810	682
AT1G76820	25
AT1G76830	0
AT1G76840	0
AT1G76850	456.50
AT1G76860	1226.50
AT1G76870	47
AT1G76878	365.83
AT1G76880	437.83
AT1G76890	247.83
AT1G76892	221.83
AT1G76900	347.50
AT1G76910	0
AT1G76920	462
AT1G76930	1492.00
AT1G76940	274
AT1G76950	306
AT1G76952	13.50
AT1G76954	0
AT1G76955	263
AT1G76960	1708.42
AT1G76965	0
AT1G76970	547
AT1G76980	249
AT1G76990	1476
AT1G76994	0
AT1G77000	152
AT1G77010	1
AT1G77020	66
AT1G77030	104
AT1G77040	0
AT1G77060	888.83
AT1G77080	703.50
AT1G77090	1005
AT1G77093	0
AT1G77100	0
AT1G77110	72
AT1G77120	100
AT1G77122	290.50
AT1G77130	267.50
AT1G77138	5
AT1G77140	150
AT1G77145	21
AT1G77150	0
AT1G77160	0
AT1G77170	24
AT1G77180	705.50
AT1G77190	0.50
AT1G77200	48
AT1G77210	526.50
AT1G77220	100
AT1G77230	91.50
AT1G77235	0
AT1G77240	57
AT1G77250	38
AT1G77260	573.50
AT1G77270	27
AT1G77280	83
AT1G77290	66
AT1G77300	157
AT1G77310	15
AT1G77320	50
AT1G77330	20
AT1G77340	0
AT1G77350	498
AT1G77360	5.50
AT1G77370	1537.50
AT1G77380	48
AT1G77390	21
AT1G77400	226
AT1G77405	5
AT1G77410	17
AT1G77420	221
AT1G77440	674.33
AT1G77450	92
AT1G77460	156
AT1G77470	135
AT1G77480	215.50
AT1G77490	3432.50
AT1G77500	216
AT1G77510	731
AT1G77520	21
AT1G77525	0
AT1G77530	1
AT1G77540	547
AT1G77550	106.50
AT1G77560	1
AT1G77570	89
AT1G77580	50
AT1G77590	488
AT1G77600	80
AT1G77610	1098
AT1G77620	34
AT1G77630	195
AT1G77640	26
AT1G77650	0
AT1G77655	3
AT1G77660	368
AT1G77670	600.17
AT1G77680	448
AT1G77682	0
AT1G77690	184
AT1G77700	22
AT1G77710	2567.83
AT1G77720	50
AT1G77730	0
AT1G77740	627
AT1G77746	0
AT1G77750	370
AT1G77760	1943.50
AT1G77765	26
AT1G77770	416
AT1G77780	0
AT1G77790	6
AT1G77800	257.50
AT1G77810	120.50
AT1G77815	0
AT1G77830	0
AT1G77840	825.50
AT1G77850	299
AT1G77855	24
AT1G77860	16
AT1G77870	54.50
AT1G77880	12.50
AT1G77885	270
AT1G77890	79
AT1G77910	0
AT1G77920	127
AT1G77930	933.50
AT1G77932	0
AT1G77940	3185.25
AT1G77950	0
AT1G77960	0.50
AT1G77980	0.50
AT1G77990	200.33
AT1G77992	27
AT1G78000	184
AT1G78010	256
AT1G78020	9422.92
AT1G78030	57
AT1G78040	12584
AT1G78050	60.83
AT1G78060	323.83
AT1G78070	476.50
AT1G78080	3073
AT1G78090	14
AT1G78100	2495.25
AT1G78110	123.50
AT1G78120	17
AT1G78130	102.50
AT1G78140	1074
AT1G78150	1186.17
AT1G78160	0
AT1G78170	426.17
AT1G78172	21.50
AT1G78180	411
AT1G78190	77
AT1G78200	375
AT1G78206	2
AT1G78210	1564
AT1G78220	1
AT1G78230	442.50
AT1G78240	936.50
AT1G78250	0
AT1G78260	176
AT1G78265	342.50
AT1G78270	342.50
AT1G78280	161.83
AT1G78290	286.83
AT1G78300	4525
AT1G78310	98
AT1G78320	20
AT1G78340	0
AT1G78360	0
AT1G78370	5077.83
AT1G78380	6756.25
AT1G78390	0
AT1G78400	0
AT1G78410	384.50
AT1G78420	363.50
AT1G78430	20
AT1G78440	6
AT1G78450	689.50
AT1G78460	2059
AT1G78470	0
AT1G78476	79
AT1G78478	9
AT1G78480	57.50
AT1G78490	585.50
AT1G78500	0
AT1G78510	519
AT1G78520	0
AT1G78530	20
AT1G78540	42
AT1G78550	75
AT1G78560	677
AT1G78570	2403.61
AT1G78580	149.50
AT1G78590	166
AT1G78600	691.50
AT1G78610	184
AT1G78620	2271.50
AT1G78630	12204.33
AT1G78640	0
AT1G78650	51
AT1G78660	958
AT1G78670	941.50
AT1G78680	2040
AT1G78690	188
AT1G78700	329.33
AT1G78710	49.83
AT1G78720	2
AT1G78730	67
AT1G78740	0
AT1G78750	6
AT1G78760	0
AT1G78770	59.50
AT1G78780	33.50
AT1G78790	279
AT1G78800	217.50
AT1G78810	81.50
AT1G78815	7
AT1G78820	1409.00
AT1G78830	6393.67
AT1G78840	0
AT1G78850	5662.50
AT1G78860	38.50
AT1G78865	46
AT1G78870	1041.00
AT1G78880	412.50
AT1G78882	412.50
AT1G78890	767
AT1G78895	329.50
AT1G78900	6464.33
AT1G78910	44
AT1G78915	506
AT1G78920	1515.50
AT1G78922	64.50
AT1G78930	26
AT1G78940	22
AT1G78950	18
AT1G78955	24.50
AT1G78960	94.50
AT1G78970	509.50
AT1G78980	16
AT1G78990	26.50
AT1G78995	835
AT1G79000	302.83
AT1G79010	2139.83
AT1G79020	99
AT1G79030	116
AT1G79040	195504.50
AT1G79050	730.83
AT1G79060	92
AT1G79070	234.50
AT1G79075	270
AT1G79080	155
AT1G79090	670.50
AT1G79100	5
AT1G79110	1463.92
AT1G79120	8
AT1G79130	0
AT1G79150	89
AT1G79160	848
AT1G79170	51
AT1G79180	3
AT1G79190	86.83
AT1G79200	97
AT1G79210	979.67
AT1G79220	27.25
AT1G79230	1516.00
AT1G79240	0
AT1G79250	0
AT1G79260	222
AT1G79270	408.50
AT1G79280	242
AT1G79290	0
AT1G79300	0
AT1G79310	4
AT1G79320	3
AT1G79330	8
AT1G79340	1562.67
AT1G79350	404.50
AT1G79360	13
AT1G79370	0
AT1G79380	816
AT1G79390	385.50
AT1G79400	7
AT1G79410	199.50
AT1G79420	79
AT1G79430	86
AT1G79440	1836.25
AT1G79450	37
AT1G79460	59
AT1G79470	62
AT1G79480	12
AT1G79490	45.50
AT1G79500	652.50
AT1G79510	458.50
AT1G79520	114
AT1G79529	55
AT1G79530	257
AT1G79540	60
AT1G79550	4203.25
AT1G79560	320
AT1G79570	245
AT1G79580	0
AT1G79590	451.50
AT1G79600	2279.50
AT1G79610	124
AT1G79620	33
AT1G79630	76
AT1G79640	78
AT1G79650	533
AT1G79660	551.50
AT1G79670	178.50
AT1G79680	30
AT1G79690	528.50
AT1G79700	243.50
AT1G79710	162.67
AT1G79720	272.67
AT1G79730	448
AT1G79740	166
AT1G79750	3861.50
AT1G79760	55
AT1G79770	29.50
AT1G79780	6
AT1G79790	736.50
AT1G79800	0
AT1G79810	261
AT1G79820	176
AT1G79830	713.50
AT1G79840	1816.50
AT1G79850	10227.33
AT1G79860	0
AT1G79870	1789
AT1G79880	145
AT1G79890	0
AT1G79900	12
AT1G79910	20.50
AT1G79915	2
AT1G79920	2038.75
AT1G79930	1946.75
AT1G79940	768.50
AT1G79950	86
AT1G79960	13
AT1G79970	946
AT1G79980	2.50
AT1G79990	1294.50
AT1G80000	882.83
AT1G80010	356
AT1G80030	1377.50
AT1G80040	1819.83
AT1G80050	212.33
AT1G80060	70
AT1G80070	855
AT1G80080	319.50
AT1G80090	0
AT1G80100	5
AT1G80110	66
AT1G80120	102
AT1G80130	212
AT1G80133	0
AT1G80140	0
AT1G80150	61
AT1G80160	15
AT1G80170	120
AT1G80180	2138
AT1G80190	84.50
AT1G80200	10.50
AT1G80210	291
AT1G80220	0
AT1G80230	1391
AT1G80240	1
AT1G80245	62
AT1G80250	0
AT1G80260	231.33
AT1G80270	103
AT1G80280	712
AT1G80290	84
AT1G80300	1972.33
AT1G80310	574
AT1G80320	31.50
AT1G80325	33.00
AT1G80330	0
AT1G80340	9
AT1G80350	447.50
AT1G80360	1289
AT1G80370	38
AT1G80380	6710.50
AT1G80390	5
AT1G80400	221.50
AT1G80410	669
AT1G80420	159
AT1G80430	1
AT1G80440	2140.50
AT1G80450	132
AT1G80460	953
AT1G80470	0
AT1G80480	1933.75
AT1G80490	459
AT1G80500	1075.67
AT1G80510	355.50
AT1G80520	98
AT1G80530	1166.50
AT1G80540	6
AT1G80550	133
AT1G80555	11.50
AT1G80560	544.50
AT1G80570	8
AT1G80580	3
AT1G80590	0
AT1G80600	1899
AT1G80610	300.50
AT1G80620	226.50
AT1G80630	92.50
AT1G80640	440.00
AT1G80650	198
AT1G80660	0
AT1G80670	606.50
AT1G80680	208.50
AT1G80690	128
AT1G80700	111
AT1G80710	31
AT1G80720	135
AT1G80730	12
AT1G80740	1.50
AT1G80745	2
AT1G80750	400
AT1G80760	213
AT1G80770	615.50
AT1G80780	714.50
AT1G80790	276.50
AT1G80810	44
AT1G80820	49
AT1G80830	540
AT1G80831	0
AT1G80840	245
AT1G80850	201
AT1G80860	628
AT1G80865	1
AT1G80870	97
AT1G80880	24
AT1G80890	190
AT1G80900	57
AT1G80910	215
AT1G80920	4251.50
AT1G80930	430.50
AT1G80940	711
AT1G80950	491.50
AT1G80960	43
AT1G80970	37
AT1G80980	48
AT1G80990	0
AT2G01008	26.83
AT2G01010	6551.17
AT2G01020	917.50
AT2G01021	967
AT2G01023	2.25
AT2G01050	0.17
AT2G01060	730
AT2G01070	588.17
AT2G01080	412.67
AT2G01090	416.83
AT2G01100	289.50
AT2G01110	4300.50
AT2G01120	58.50
AT2G01130	107
AT2G01140	3785.83
AT2G01150	319
AT2G01160	0
AT2G01170	786.50
AT2G01175	3
AT2G01180	457
AT2G01190	801.00
AT2G01200	7
AT2G01210	23
AT2G01220	504.50
AT2G01240	0
AT2G01250	3328.33
AT2G01260	467.50
AT2G01270	797.50
AT2G01275	19
AT2G01280	258.17
AT2G01290	1262.67
AT2G01300	108
AT2G01310	0
AT2G01320	987.50
AT2G01330	95
AT2G01340	281.17
AT2G01350	486.67
AT2G01360	0
AT2G01370	0
AT2G01390	22.50
AT2G01400	351.00
AT2G01410	673.00
AT2G01420	3273
AT2G01422	5
AT2G01430	52
AT2G01440	169
AT2G01450	1599.25
AT2G01460	103
AT2G01470	629
AT2G01480	255.50
AT2G01490	1271.50
AT2G01500	0
AT2G01505	117.50
AT2G01510	10
AT2G01520	3
