Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y61.sam
AT3G25750	0
AT3G25760	1710
AT3G25770	7295.50
AT3G25780	370.50
AT3G25790	0
AT3G25795	17
AT3G25800	562.00
AT3G25805	664.50
AT3G25810	0
AT3G25820	0
AT3G25830	0
AT3G25840	394.17
AT3G25850	0
AT3G25855	16
AT3G25860	1954
AT3G25870	287.50
AT3G25880	23
AT3G25882	481
AT3G25890	448
AT3G25900	202
AT3G25905	28.12
AT3G25910	948
AT3G25920	10962.94
AT3G25930	0
AT3G25940	91
AT3G25950	1.50
AT3G25960	0
AT3G25970	9
AT3G25980	137
AT3G25990	16
AT3G26000	685.67
AT3G26010	0
AT3G26020	233.83
AT3G26030	1657
AT3G26040	3
AT3G26050	14.33
AT3G26060	12655.33
AT3G26070	3816.00
AT3G26080	524.83
AT3G26085	659.00
AT3G26090	170.50
AT3G26100	589
AT3G26110	0
AT3G26115	54.50
AT3G26120	0
AT3G26125	3.67
AT3G26130	6
AT3G26140	0.50
AT3G26147	0
AT3G26150	0
AT3G26160	0
AT3G26170	425.25
AT3G26180	1002.58
AT3G26190	0
AT3G26200	379
AT3G26210	561
AT3G26220	260.50
AT3G26230	313
AT3G26235	2
AT3G26240	121.33
AT3G26250	0
AT3G26270	0
AT3G26280	634
AT3G26290	150
AT3G26300	431.50
AT3G26310	72.50
AT3G26320	69.50
AT3G26330	25
AT3G26340	391
AT3G26350	13
AT3G26360	315
AT3G26370	344
AT3G26380	163
AT3G26390	0
AT3G26400	187
AT3G26410	72
AT3G26420	729.75
AT3G26430	732.08
AT3G26440	48
AT3G26445	50.50
AT3G26450	2131.17
AT3G26460	3.25
AT3G26470	134
AT3G26480	1
AT3G26490	97
AT3G26500	351.17
AT3G26510	1848.25
AT3G26511	0
AT3G26520	46494.33
AT3G26539	14
AT3G26540	20
AT3G26550	6
AT3G26560	224
AT3G26561	0
AT3G26570	4407
AT3G26580	3910.62
AT3G26590	946.50
AT3G26600	212
AT3G26610	0
AT3G26612	261.50
AT3G26616	0
AT3G26618	220.50
AT3G26620	0
AT3G26630	453
AT3G26640	145
AT3G26650	71521.75
AT3G26660	0
AT3G26670	583.17
AT3G26680	123.00
AT3G26690	103.50
AT3G26700	214.00
AT3G26710	2282
AT3G26720	320.50
AT3G26730	1037.50
AT3G26740	22813.33
AT3G26742	2
AT3G26744	691.50
AT3G26747	0
AT3G26750	30
AT3G26760	59
AT3G26770	34
AT3G26780	599.33
AT3G26782	39
AT3G26790	0.50
AT3G26800	0
AT3G26810	1347.50
AT3G26812	5
AT3G26813	0
AT3G26815	45
AT3G26816	3
AT3G26818	48
AT3G26819	0
AT3G26820	0
AT3G26830	408.50
AT3G26840	295.50
AT3G26850	59
AT3G26855	0
AT3G26860	0
AT3G26870	0
AT3G26880	0
AT3G26890	324
AT3G26900	3457.50
AT3G26910	204
AT3G26920	111.50
AT3G26922	21
AT3G26930	5
AT3G26932	95
AT3G26934	0
AT3G26935	793
AT3G26940	0
AT3G26950	341
AT3G26960	636
AT3G26980	684.50
AT3G26990	202
AT3G27000	88
AT3G27010	226.28
AT3G27020	994
AT3G27025	16
AT3G27027	29
AT3G27030	355
AT3G27040	3
AT3G27050	852.00
AT3G27060	1280.50
AT3G27070	1
AT3G27080	571.83
AT3G27090	2480.50
AT3G27100	257.50
AT3G27110	614.25
AT3G27120	114.25
AT3G27130	2.50
AT3G27140	0
AT3G27150	9
AT3G27160	10734.67
AT3G27170	125
AT3G27180	311.50
AT3G27190	171.50
AT3G27200	139
AT3G27210	477.50
AT3G27220	152
AT3G27230	653
AT3G27240	1934.50
AT3G27250	7
AT3G27260	385.50
AT3G27270	70
AT3G27280	395
AT3G27290	18
AT3G27300	419.50
AT3G27310	369.50
AT3G27320	348.50
AT3G27325	265
AT3G27328	0
AT3G27329	0
AT3G27330	44.50
AT3G27331	0
AT3G27340	639.83
AT3G27350	153
AT3G27360	162.83
AT3G27380	1106.83
AT3G27390	782
AT3G27400	50.50
AT3G27410	12
AT3G27415	0.50
AT3G27416	0.50
AT3G27420	114
AT3G27425	0
AT3G27430	2146
AT3G27440	0
AT3G27460	120.50
AT3G27470	114
AT3G27473	1
AT3G27480	0
AT3G27490	0
AT3G27500	8
AT3G27503	0
AT3G27510	13
AT3G27520	103
AT3G27530	252.50
AT3G27540	106
AT3G27550	23
AT3G27555	0
AT3G27560	209
AT3G27570	457
AT3G27580	34
AT3G27590	0
AT3G27600	0
AT3G27610	111
AT3G27620	9
AT3G27630	9
AT3G27640	15
AT3G27650	156
AT3G27660	56
AT3G27670	160
AT3G27680	0
AT3G27690	6139.36
AT3G27700	166.50
AT3G27710	0
AT3G27720	0
AT3G27730	0
AT3G27740	952.50
AT3G27750	795.67
AT3G27770	2255.17
AT3G27785	0
AT3G27800	0
AT3G27809	0
AT3G27810	0
AT3G27820	1646
AT3G27825	0
AT3G27830	13579.60
AT3G27831	3.33
AT3G27835	0.97
AT3G27840	0.50
AT3G27845	0
AT3G27850	12974.02
AT3G27860	5
AT3G27865	13
AT3G27870	17
AT3G27880	246.50
AT3G27884	0
AT3G27890	2501
AT3G27900	2
AT3G27906	261.50
AT3G27910	0
AT3G27920	23
AT3G27925	3295.25
AT3G27930	210
AT3G27940	60
AT3G27950	0
AT3G27960	110.50
AT3G27968	0
AT3G27970	7
AT3G27980	1.50
AT3G27990	203.50
AT3G27999	0
AT3G28007	58.00
AT3G28020	0.50
AT3G28030	68.50
AT3G28040	765
AT3G28050	1692.50
AT3G28060	4
AT3G28070	961
AT3G28080	789
AT3G28100	356.50
AT3G28120	0
AT3G28130	294.50
AT3G28140	197.50
AT3G28150	3
AT3G28155	0
AT3G28170	0
AT3G28180	1413.50
AT3G28190	0
AT3G28193	0
AT3G28200	1167
AT3G28210	27
AT3G28216	0
AT3G28220	189
AT3G28223	0
AT3G28230	0
AT3G28243	0
AT3G28250	0
AT3G28260	0
AT3G28270	237.50
AT3G28280	0
AT3G28290	306.74
AT3G28291	0
AT3G28300	292.24
AT3G28310	9.75
AT3G28320	0.25
AT3G28321	0
AT3G28330	0
AT3G28340	186
AT3G28345	33
AT3G28360	0
AT3G28370	44.50
AT3G28380	0
AT3G28390	0
AT3G28410	0
AT3G28415	0
AT3G28420	61
AT3G28430	149.50
AT3G28440	0
AT3G28450	299
AT3G28455	66
AT3G28460	227
AT3G28470	0
AT3G28480	446.33
AT3G28490	7.17
AT3G28500	88.50
AT3G28510	217.50
AT3G28520	0
AT3G28530	0
AT3G28540	324.50
AT3G28550	0
AT3G28560	7.50
AT3G28570	0
AT3G28580	93
AT3G28590	0
AT3G28600	0
AT3G28610	0
AT3G28620	2.50
AT3G28630	1.50
AT3G28640	20.50
AT3G28650	0
AT3G28660	28.50
AT3G28670	240
AT3G28674	0
AT3G28680	0
AT3G28685	0
AT3G28690	508.50
AT3G28695	0
AT3G28700	166
AT3G28710	2382.00
AT3G28715	1262.00
AT3G28720	369
AT3G28730	368
AT3G28740	0
AT3G28750	0
AT3G28760	227.50
AT3G28770	23
AT3G28780	0
AT3G28790	0
AT3G28810	0
AT3G28820	0
AT3G28830	0
AT3G28840	62
AT3G28850	85
AT3G28857	169
AT3G28860	732.50
AT3G28870	0
AT3G28880	14
AT3G28890	111
AT3G28899	12
AT3G28900	1140
AT3G28910	767.78
AT3G28917	4
AT3G28918	0
AT3G28920	1496.83
AT3G28925	0
AT3G28930	1520.00
AT3G28940	9069.42
AT3G28950	540
AT3G28956	63
AT3G28958	7
AT3G28960	8.50
AT3G28970	433.50
AT3G28980	0
AT3G28990	0
AT3G29000	105
AT3G29010	48
AT3G29020	0
AT3G29030	3776
AT3G29033	0
AT3G29034	152
AT3G29035	147
AT3G29036	0
AT3G29040	0
AT3G29050	0
AT3G29060	7
AT3G29070	0
AT3G29075	244.50
AT3G29080	0
AT3G29090	230.50
AT3G29095	0
AT3G29100	42
AT3G29110	2
AT3G29130	237
AT3G29140	25.50
AT3G29152	0
AT3G29160	384
AT3G29170	407
AT3G29180	460.50
AT3G29185	644
AT3G29190	0.33
AT3G29195	0
AT3G29200	980.50
AT3G29230	177.17
AT3G29240	5203.83
AT3G29250	100
AT3G29255	0
AT3G29260	0
AT3G29270	230
AT3G29280	78.50
AT3G29290	232
AT3G29300	2
AT3G29305	0
AT3G29310	149
AT3G29320	1038
AT3G29330	162
AT3G29340	0
AT3G29350	707.67
AT3G29360	1914.28
AT3G29370	103
AT3G29375	229.50
AT3G29380	0
AT3G29385	0
AT3G29390	298
AT3G29400	186
AT3G29410	5
AT3G29430	0
AT3G29431	0
AT3G29450	0
AT3G29560	0
AT3G29570	0
AT3G29575	315.50
AT3G29580	0
AT3G29590	125
AT3G29630	0
AT3G29633	8
AT3G29635	0
AT3G29636	0
AT3G29638	3
AT3G29639	11
AT3G29644	174
AT3G29670	99
AT3G29680	24
AT3G29690	0
AT3G29720	0
AT3G29740	0
AT3G29750	0
AT3G29760	149.67
AT3G29763	0
AT3G29765	0
AT3G29770	114
AT3G29780	0
AT3G29785	0
AT3G29790	0
AT3G29791	0
AT3G29796	0
AT3G29797	0
AT3G29800	0
AT3G29810	66
AT3G29830	0
AT3G29970	2
AT3G30160	0
AT3G30180	488.50
AT3G30200	0
AT3G30210	0
AT3G30220	0
AT3G30222	0
AT3G30230	0
AT3G30235	0
AT3G30247	0
AT3G30260	0
AT3G30280	0
AT3G30290	0
AT3G30300	325
AT3G30320	0
AT3G30340	31
AT3G30345	0
AT3G30350	0
AT3G30370	0
AT3G30380	150
AT3G30383	0
AT3G30385	0
AT3G30387	0
AT3G30390	6118.50
AT3G30391	0
AT3G30430	0
AT3G30456	0
AT3G30460	120
AT3G30520	0
AT3G30530	1
AT3G30540	0
AT3G30580	0
AT3G30705	0
AT3G30720	763.50
AT3G30725	0
AT3G30730	2
AT3G30768	0
AT3G30769	0
AT3G30770	0
AT3G30775	1487.17
AT3G30778	1
AT3G30805	0
AT3G30820	0
AT3G30840	0
AT3G30841	112
AT3G30842	0
AT3G30845	0
AT3G30849	0
AT3G31051	0
AT3G31068	0
AT3G31350	0
AT3G31400	0
AT3G31401	0
AT3G31402	0
AT3G31430	0
AT3G31900	0
AT3G31910	0
AT3G31950	0
AT3G32030	0
AT3G32036	0
AT3G32040	0
AT3G32047	0
AT3G32050	0
AT3G32052	0
AT3G32090	0
AT3G32100	0
AT3G32120	0
AT3G32130	0
AT3G32150	0
AT3G32160	0
AT3G32180	0
AT3G32190	0
AT3G32200	0
AT3G32260	0
AT3G32280	0
AT3G32330	0
AT3G32400	0.50
AT3G32410	0
AT3G32896	0
AT3G32904	0
AT3G32905	0
AT3G32920	0
AT3G32930	2305.50
AT3G32940	170
AT3G32960	0
AT3G32980	263.50
AT3G33187	0
AT3G33293	0
AT3G33393	0
AT3G33494	0
AT3G33520	488.50
AT3G33528	0
AT3G33530	669
AT3G36659	0
AT3G41761	2.50
AT3G41762	4.50
AT3G41768	11786.00
AT3G41979	1456.25
AT3G42050	4439.50
AT3G42060	0
AT3G42130	0
AT3G42140	0
AT3G42148	0
AT3G42150	293.67
AT3G42155	0
AT3G42160	0
AT3G42170	376.50
AT3G42180	6.50
AT3G42310	0
AT3G42380	0
AT3G42385	0
AT3G42390	0
AT3G42473	0
AT3G42475	0
AT3G42550	0
AT3G42560	0
AT3G42565	0
AT3G42570	2
AT3G42628	0
AT3G42630	117.50
AT3G42640	41.50
AT3G42660	81
AT3G42670	30.50
AT3G42723	0
AT3G42725	30
AT3G42728	0
AT3G42770	0
AT3G42780	0
AT3G42786	0
AT3G42790	861
AT3G42800	89
AT3G42830	0
AT3G42850	1
AT3G42860	33
AT3G42870	0
AT3G42880	0
AT3G42940	0
AT3G42950	230
AT3G42960	0
AT3G42970	0
AT3G42990	0
AT3G43083	0
AT3G43110	5
AT3G43120	0
AT3G43148	0
AT3G43150	0
AT3G43153	0
AT3G43160	0
AT3G43170	0
AT3G43180	0
AT3G43190	18
AT3G43210	44
AT3G43220	323
AT3G43230	794
AT3G43240	286.50
AT3G43250	2
AT3G43260	0
AT3G43270	297.50
AT3G43280	0
AT3G43290	0
AT3G43291	0
AT3G43300	617.17
AT3G43340	0
AT3G43400	0
AT3G43402	0
AT3G43410	0
AT3G43420	0
AT3G43430	163
AT3G43431	0
AT3G43432	0
AT3G43440	157.00
AT3G43470	0
AT3G43480	0
AT3G43490	0
AT3G43500	0
AT3G43505	0
AT3G43520	2033
AT3G43540	829.00
AT3G43550	0
AT3G43570	0
AT3G43572	0
AT3G43574	0
AT3G43580	11
AT3G43583	0
AT3G43590	145.50
AT3G43600	230
AT3G43610	142
AT3G43623	0
AT3G43630	0
AT3G43660	0
AT3G43670	390
AT3G43682	0
AT3G43700	77
AT3G43710	0
AT3G43720	4100.50
AT3G43722	0
AT3G43740	805
AT3G43750	0
AT3G43790	28
AT3G43800	502
AT3G43810	1644
AT3G43829	0
AT3G43833	0
AT3G43840	6
AT3G43850	6
AT3G43860	0
AT3G43870	0
AT3G43880	0
AT3G43890	0
AT3G43900	0
AT3G43910	0
AT3G43920	26
AT3G43930	1.50
AT3G43940	0
AT3G43950	0
AT3G43960	111
AT3G43970	0
AT3G43980	627
AT3G43990	0
AT3G44006	0
AT3G44010	5516.50
AT3G44020	1011.00
AT3G44050	15
AT3G44060	0
AT3G44070	0
AT3G44080	2.33
AT3G44090	0
AT3G44091	0
AT3G44100	2124.67
AT3G44110	2888.50
AT3G44115	0
AT3G44120	13.50
AT3G44130	0
AT3G44140	0
AT3G44150	558
AT3G44160	317
AT3G44170	0
AT3G44171	0
AT3G44180	0
AT3G44190	337
AT3G44200	135
AT3G44210	0
AT3G44220	43
AT3G44230	0
AT3G44235	0
AT3G44240	0
AT3G44250	2
AT3G44260	863
AT3G44261	0
AT3G44280	568.50
AT3G44290	0
AT3G44300	537.50
AT3G44310	32998.75
AT3G44320	255.50
AT3G44326	9
AT3G44330	741.33
AT3G44340	816.50
AT3G44350	167
AT3G44370	235.83
AT3G44380	344
AT3G44400	130.25
AT3G44428	0
AT3G44430	893.50
AT3G44440	2
AT3G44444	9
AT3G44450	836
AT3G44460	0
AT3G44480	456.50
AT3G44490	2
AT3G44510	10
AT3G44530	183
AT3G44540	3
AT3G44550	0
AT3G44560	0
AT3G44570	0
AT3G44580	0
AT3G44590	795.42
AT3G44600	229.50
AT3G44610	255.50
AT3G44620	1073.00
AT3G44630	464.71
AT3G44660	0
AT3G44670	365.96
AT3G44680	361
AT3G44690	36
AT3G44700	0
AT3G44704	0
AT3G44710	0
AT3G44713	2
AT3G44716	63
AT3G44718	0
AT3G44720	2278.50
AT3G44730	14
AT3G44735	760.50
AT3G44740	65
AT3G44750	453.50
AT3G44755	2
AT3G44760	0
AT3G44765	0
AT3G44770	2
AT3G44780	0
AT3G44783	0
AT3G44784	0
AT3G44785	0
AT3G44790	2
AT3G44798	337
AT3G44800	7
AT3G44805	0
AT3G44810	0
AT3G44820	92
AT3G44830	1
AT3G44840	0
AT3G44850	98
AT3G44860	736.50
AT3G44870	0
AT3G44880	1520.50
AT3G44890	6070.00
AT3G44900	4
AT3G44910	0
AT3G44920	0
AT3G44930	0
AT3G44935	0
AT3G44940	73
AT3G44950	1
AT3G44955	0
AT3G44960	5
AT3G44970	60
AT3G44980	0
AT3G44990	144
AT3G45000	0
AT3G45010	341
AT3G45020	76
AT3G45030	2255.75
AT3G45040	807.00
AT3G45050	1199.50
AT3G45060	61.50
AT3G45070	4
AT3G45080	0
AT3G45090	109
AT3G45093	0
AT3G45100	182.50
AT3G45110	0
AT3G45130	15
AT3G45140	7123
AT3G45150	0
AT3G45160	1390.33
AT3G45170	0
AT3G45180	0
AT3G45190	500
AT3G45200	0
AT3G45210	416
AT3G45220	0
AT3G45230	289
AT3G45240	167.50
AT3G45242	166.50
AT3G45243	0
AT3G45245	0
AT3G45248	0
AT3G45252	0
AT3G45260	457.50
AT3G45275	0
AT3G45280	0
AT3G45285	0
AT3G45290	111.50
AT3G45300	247.17
AT3G45310	653.50
AT3G45320	0
AT3G45330	7
AT3G45390	7
AT3G45400	80
AT3G45410	21.50
AT3G45420	3
AT3G45430	21
AT3G45440	3
AT3G45443	110
AT3G45450	0
AT3G45460	0
AT3G45470	0.67
AT3G45480	0
AT3G45490	2
AT3G45500	0
AT3G45510	0
AT3G45525	0
AT3G45530	0
AT3G45540	0
AT3G45555	0
AT3G45560	0
AT3G45570	0
AT3G45577	0
AT3G45580	0
AT3G45590	121
AT3G45600	1022.50
AT3G45610	42
AT3G45620	406
AT3G45630	236
AT3G45638	44
AT3G45640	1952.50
AT3G45650	44.75
AT3G45660	2.25
AT3G45670	0
AT3G45673	0
AT3G45680	7
AT3G45690	0
AT3G45700	0
AT3G45710	16
AT3G45720	0
AT3G45730	517
AT3G45740	391
AT3G45750	97
AT3G45760	0
AT3G45770	1186.50
AT3G45780	1878
AT3G45790	0
AT3G45800	0
AT3G45810	0
AT3G45820	6
AT3G45830	110
AT3G45840	0
AT3G45850	183
AT3G45851	5
AT3G45860	1056
AT3G45870	14
AT3G45880	43
AT3G45890	170
AT3G45900	131.50
AT3G45910	0
AT3G45920	0
AT3G45930	585
AT3G45935	0
AT3G45940	0
AT3G45950	0
AT3G45955	0
AT3G45960	24
AT3G45965	0
AT3G45970	753.50
AT3G45980	3521.50
AT3G45990	0
AT3G46000	3074.50
AT3G46010	2229.50
AT3G46020	101.50
AT3G46030	1968.50
AT3G46040	1297
AT3G46050	0
AT3G46060	2065.67
AT3G46070	0
AT3G46080	62
AT3G46086	0
AT3G46090	191
AT3G46100	417.50
AT3G46110	148
AT3G46120	0
AT3G46130	163
AT3G46140	0
AT3G46150	28
AT3G46160	0
AT3G46170	2
AT3G46180	197.00
AT3G46190	1
AT3G46200	59
AT3G46206	0
AT3G46210	160
AT3G46220	123
AT3G46230	6
AT3G46240	0
AT3G46260	0
AT3G46270	0
AT3G46280	92
AT3G46290	305.50
AT3G46300	0.50
AT3G46310	0
AT3G46320	479.50
AT3G46330	0
AT3G46340	0
AT3G46350	0
AT3G46360	0
AT3G46370	14
AT3G46380	0
AT3G46390	0
AT3G46400	0
AT3G46410	0
AT3G46420	0
AT3G46430	2327.50
AT3G46440	457.00
AT3G46450	289
AT3G46460	934.50
AT3G46470	0
AT3G46480	0
AT3G46490	507
AT3G46500	0
AT3G46510	891.50
AT3G46520	0
AT3G46530	367.50
AT3G46540	716
AT3G46550	841.50
AT3G46560	583
AT3G46570	0
AT3G46580	160
AT3G46585	0
AT3G46590	681.50
AT3G46600	559.50
AT3G46610	156.50
AT3G46613	0
AT3G46614	0
AT3G46616	1
AT3G46620	482
AT3G46630	1402
AT3G46640	1042.50
AT3G46650	99
AT3G46658	26.33
AT3G46660	26.33
AT3G46666	25.50
AT3G46668	55
AT3G46670	133
AT3G46680	1
AT3G46690	27
AT3G46700	2
AT3G46710	0
AT3G46720	3
AT3G46730	5
AT3G46740	2323.33
AT3G46750	0
AT3G46760	0
AT3G46770	11
AT3G46780	8700.67
AT3G46790	88
AT3G46800	0.25
AT3G46810	0.25
AT3G46820	400
AT3G46830	1032
AT3G46840	0
AT3G46850	1
AT3G46860	0
AT3G46870	189.50
AT3G46875	0
AT3G46880	82.50
AT3G46890	13.50
AT3G46900	166
AT3G46901	0
AT3G46904	5
AT3G46910	0
AT3G46920	73
AT3G46930	78.50
AT3G46940	587
AT3G46950	45
AT3G46960	103
AT3G46970	2259.50
AT3G46980	348
AT3G46990	32
AT3G47000	422
AT3G47010	218.50
AT3G47020	0
AT3G47030	1
AT3G47040	8
AT3G47050	7
AT3G47060	237
AT3G47070	12066.17
AT3G47080	201.50
AT3G47090	92
AT3G47100	19
AT3G47110	2
AT3G47120	116
AT3G47130	0
AT3G47140	0
AT3G47150	0
AT3G47160	1116.00
AT3G47170	0
AT3G47180	4
AT3G47190	0
AT3G47200	0
AT3G47210	7
AT3G47220	10
AT3G47250	1344.50
AT3G47290	592
AT3G47295	367.50
AT3G47300	227.50
AT3G47340	268
AT3G47341	0
AT3G47342	13
AT3G47347	27.50
AT3G47348	276.50
AT3G47350	1540.50
AT3G47360	28.50
AT3G47370	1554.50
AT3G47380	165.50
AT3G47390	345.50
AT3G47400	12
AT3G47410	0
AT3G47420	864.83
AT3G47430	1769
AT3G47440	3
AT3G47450	365.50
AT3G47460	85.00
AT3G47470	70993.50
AT3G47480	1071.50
AT3G47490	903.50
AT3G47500	366.50
AT3G47510	201
AT3G47520	1319
AT3G47530	50.50
AT3G47540	231
AT3G47543	0
AT3G47550	1211.83
AT3G47560	326.50
AT3G47570	183.25
AT3G47580	48.75
AT3G47590	161
AT3G47600	210.50
AT3G47610	205
AT3G47620	1704.50
AT3G47630	151
AT3G47640	195
AT3G47650	8038.17
AT3G47660	1
AT3G47670	719
AT3G47675	107.50
AT3G47680	186.50
AT3G47690	58
AT3G47700	83
AT3G47710	0
AT3G47720	0
AT3G47730	296
AT3G47740	0
AT3G47750	21
AT3G47760	0
AT3G47770	0
AT3G47780	64
AT3G47790	0
AT3G47800	2131.50
AT3G47810	2018
AT3G47820	453
AT3G47830	51
AT3G47833	890.33
AT3G47836	389.50
AT3G47840	11
AT3G47850	370
AT3G47860	1195.50
AT3G47870	0
AT3G47890	127
AT3G47910	241
AT3G47920	0
AT3G47930	340.50
AT3G47940	153
AT3G47950	31.83
AT3G47960	999.33
AT3G47965	142
AT3G47980	18
AT3G47990	382
AT3G48000	2759
AT3G48010	1
AT3G48020	79
AT3G48030	620.50
AT3G48040	163.50
AT3G48050	541.25
AT3G48057	0
AT3G48060	196.75
AT3G48070	540
AT3G48080	128
AT3G48090	360.50
AT3G48100	245
AT3G48110	632.00
AT3G48115	1060.83
AT3G48120	115.50
AT3G48131	3
AT3G48140	9624.33
AT3G48150	36
AT3G48160	48
AT3G48170	956
AT3G48180	13
AT3G48185	162
AT3G48190	112
AT3G48195	156
AT3G48200	687.50
AT3G48201	0
AT3G48205	0
AT3G48208	0
AT3G48209	0
AT3G48210	90
AT3G48220	0
AT3G48230	2
AT3G48231	0
AT3G48237	0
AT3G48240	22
AT3G48250	47
AT3G48260	10
AT3G48270	0
AT3G48275	0
AT3G48280	90
AT3G48290	5
AT3G48298	0
AT3G48300	0
AT3G48310	427.50
AT3G48320	578.50
AT3G48330	515.00
AT3G48340	0
AT3G48344	0
AT3G48346	0
AT3G48350	252
AT3G48360	3011.00
AT3G48380	398
AT3G48390	38
AT3G48400	0
AT3G48410	46
AT3G48420	3298.50
AT3G48425	91
AT3G48430	110
AT3G48440	159
AT3G48450	9
AT3G48460	541.50
AT3G48470	30
AT3G48480	15
AT3G48490	103
AT3G48500	237
AT3G48510	13
AT3G48515	0
AT3G48520	28
AT3G48530	787
AT3G48540	30
AT3G48550	187.67
AT3G48560	6093
AT3G48570	590
AT3G48580	10
AT3G48590	756
AT3G48600	70.50
AT3G48610	467.50
AT3G48620	0
AT3G48630	69
AT3G48640	60
AT3G48660	36
AT3G48670	117
AT3G48675	0
AT3G48680	1257.50
AT3G48690	3372.50
AT3G48700	11.50
AT3G48710	149.00
AT3G48720	3000
AT3G48730	2520.50
AT3G48740	3682.25
AT3G48745	0
AT3G48750	1163.00
AT3G48760	1032
AT3G48770	0
AT3G48780	659.00
AT3G48790	2
AT3G48800	209
AT3G48810	28.50
AT3G48820	137.50
AT3G48830	38
AT3G48840	1
AT3G48850	84
AT3G48860	488.50
AT3G48870	877
AT3G48880	222
AT3G48890	1815
AT3G48900	7
AT3G48920	0
AT3G48930	4012.00
AT3G48940	0
AT3G48950	0
AT3G48960	1.00
AT3G48970	68
AT3G48980	86.50
AT3G48990	6371
AT3G49000	107
AT3G49010	5855.83
AT3G49020	0
AT3G49030	0
AT3G49040	0
AT3G49050	106.50
AT3G49051	0
AT3G49055	0
AT3G49060	150
AT3G49070	53
AT3G49080	284.50
AT3G49100	263
AT3G49110	912.17
AT3G49115	0
AT3G49120	4414.67
AT3G49130	3
AT3G49140	360.50
AT3G49142	12
AT3G49150	0
AT3G49160	31
AT3G49170	23
AT3G49180	145
AT3G49190	6
AT3G49200	0
AT3G49210	79
AT3G49220	3714
AT3G49230	4
AT3G49240	111
AT3G49250	77
AT3G49260	817
AT3G49270	0
AT3G49290	137
AT3G49300	0
AT3G49305	0
AT3G49307	0
AT3G49310	588.50
AT3G49320	39
AT3G49330	27
AT3G49340	14
AT3G49350	322.50
AT3G49360	595
AT3G49370	48
AT3G49380	2
AT3G49390	744
AT3G49400	15
AT3G49410	2
AT3G49420	82.50
AT3G49430	1142.00
AT3G49440	0
AT3G49450	0
AT3G49460	0
AT3G49470	1859
AT3G49480	4.50
AT3G49490	336
AT3G49500	289
AT3G49510	10
AT3G49520	0
AT3G49530	364
AT3G49540	4
AT3G49550	91.50
AT3G49551	9.50
AT3G49560	1504.50
AT3G49570	280.50
AT3G49580	362.50
AT3G49590	257
AT3G49600	102
AT3G49601	245
AT3G49610	0
AT3G49620	29
AT3G49630	0
AT3G49640	148
AT3G49645	112
AT3G49650	35
AT3G49660	65
AT3G49668	120
AT3G49670	1157.50
AT3G49680	1387.75
AT3G49690	8
AT3G49700	0
AT3G49710	40.17
AT3G49720	3266.50
AT3G49725	57
AT3G49730	58
AT3G49740	24
AT3G49744	0
AT3G49750	34
AT3G49760	0
AT3G49770	0
AT3G49780	947.50
AT3G49790	465
AT3G49796	0
AT3G49800	523
AT3G49810	143
AT3G49820	6
AT3G49830	4
AT3G49840	77.50
AT3G49845	0
AT3G49850	454.50
AT3G49860	53.70
AT3G49870	1954.80
AT3G49880	155.50
AT3G49890	36
AT3G49900	128
AT3G49910	7966.33
AT3G49920	16.50
AT3G49925	0
AT3G49930	59
AT3G49940	877
AT3G49950	35
AT3G49960	1
AT3G49970	11
AT3G49980	5
AT3G49990	241.17
AT3G50000	942
AT3G50010	18
AT3G50020	0
AT3G50022	0
AT3G50030	0
AT3G50040	8
AT3G50050	61
AT3G50060	784
AT3G50070	161
AT3G50080	173
AT3G50090	0
AT3G50100	53.50
AT3G50110	62.50
AT3G50120	85
AT3G50123	0
AT3G50130	7
AT3G50140	51.25
AT3G50150	0
AT3G50160	0
AT3G50170	7
AT3G50180	0
AT3G50190	19.75
AT3G50200	8
AT3G50210	544.50
AT3G50220	29
AT3G50230	6
AT3G50240	112
AT3G50250	0
AT3G50260	198
AT3G50270	600
AT3G50280	90
AT3G50290	1
AT3G50300	5
AT3G50310	5
AT3G50320	0
AT3G50330	0
AT3G50337	0
AT3G50340	452
AT3G50350	276
AT3G50360	371.33
AT3G50370	724
AT3G50373	0
AT3G50380	115
AT3G50390	1
AT3G50400	0
AT3G50410	63
AT3G50420	5
AT3G50430	132.50
AT3G50440	658
AT3G50450	0
AT3G50460	2
AT3G50470	169
AT3G50480	6257.60
AT3G50500	2430.00
AT3G50505	0
AT3G50510	3
AT3G50520	344.17
AT3G50530	405.50
AT3G50540	0
AT3G50550	311
AT3G50560	606
AT3G50570	142.50
AT3G50580	0
AT3G50590	659
AT3G50610	0
AT3G50620	77
AT3G50630	203
AT3G50640	1
AT3G50650	413
AT3G50651	0
AT3G50660	181.83
AT3G50665	0
AT3G50670	889.67
AT3G50674	0
AT3G50682	0
AT3G50685	3492.58
AT3G50690	363
AT3G50695	0
AT3G50700	378
AT3G50710	0
AT3G50720	0
AT3G50730	0
AT3G50740	1698
AT3G50750	694
AT3G50751	0
AT3G50760	284
AT3G50764	0
AT3G50770	146
AT3G50780	236
AT3G50790	1141
AT3G50800	149
AT3G50808	0
AT3G50810	161
AT3G50820	38865.50
AT3G50825	92
AT3G50830	1995.50
AT3G50835	0
AT3G50840	91
AT3G50845	61
AT3G50850	28.50
AT3G50860	143.50
AT3G50870	24
AT3G50880	369
AT3G50890	127
AT3G50895	0
AT3G50900	327.50
