Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT2.sam
AT3G48280	191
AT3G48290	13
AT3G48298	0
AT3G48300	10
AT3G48310	607.50
AT3G48320	554.50
AT3G48330	434
AT3G48340	0
AT3G48344	0
AT3G48346	0
AT3G48350	245
AT3G48360	1658.50
AT3G48380	551
AT3G48390	36.50
AT3G48400	0
AT3G48410	65.50
AT3G48420	4604.00
AT3G48425	167
AT3G48430	233
AT3G48440	232.50
AT3G48450	5
AT3G48460	524
AT3G48470	59
AT3G48480	17
AT3G48490	92.50
AT3G48500	765
AT3G48510	15
AT3G48515	0
AT3G48520	233
AT3G48530	916
AT3G48540	40
AT3G48550	97
AT3G48560	9275.33
AT3G48570	312.50
AT3G48580	11
AT3G48590	737
AT3G48600	79
AT3G48610	603
AT3G48620	0
AT3G48630	46
AT3G48640	38
AT3G48660	47
AT3G48670	267
AT3G48675	0
AT3G48680	1092.50
AT3G48690	2370.50
AT3G48700	18.50
AT3G48710	139
AT3G48720	2095.50
AT3G48730	5428.92
AT3G48740	2192
AT3G48745	0
AT3G48750	1056.17
AT3G48760	987.50
AT3G48770	8.17
AT3G48780	722
AT3G48790	2
AT3G48800	232
AT3G48810	59.50
AT3G48820	260
AT3G48830	66
AT3G48840	0
AT3G48850	39
AT3G48860	652.00
AT3G48870	2233.50
AT3G48880	230
AT3G48890	1126
AT3G48900	24
AT3G48920	1
AT3G48930	4564.75
AT3G48940	0
AT3G48950	0
AT3G48960	2.50
AT3G48970	17
AT3G48980	143.50
AT3G48990	4783.17
AT3G49000	263
AT3G49010	6622.50
AT3G49020	0
AT3G49030	0
AT3G49040	0
AT3G49050	291.50
AT3G49051	2
AT3G49055	3
AT3G49060	317
AT3G49070	20
AT3G49080	599
AT3G49100	218
AT3G49110	527.50
AT3G49115	0
AT3G49120	3006.75
AT3G49130	0
AT3G49140	908.50
AT3G49142	32
AT3G49150	2
AT3G49160	22
AT3G49170	128
AT3G49180	194
AT3G49190	22
AT3G49200	0
AT3G49210	70
AT3G49220	3373
AT3G49230	0
AT3G49240	286
AT3G49250	133
AT3G49260	971.67
AT3G49270	0
AT3G49290	232
AT3G49300	0
AT3G49305	0
AT3G49307	0
AT3G49310	624.50
AT3G49320	65
AT3G49330	29
AT3G49340	57
AT3G49350	472
AT3G49360	417
AT3G49370	83
AT3G49380	4.50
AT3G49390	948
AT3G49400	54.50
AT3G49410	11
AT3G49420	123
AT3G49430	1164.50
AT3G49440	0
AT3G49450	0
AT3G49460	0
AT3G49470	2073
AT3G49480	2
AT3G49490	743
AT3G49500	567
AT3G49510	21
AT3G49520	0
AT3G49530	665.75
AT3G49540	0
AT3G49550	86
AT3G49551	20
AT3G49560	1980.50
AT3G49570	91
AT3G49580	165.50
AT3G49590	372
AT3G49600	303.50
AT3G49601	454.17
AT3G49610	0
AT3G49620	154.50
AT3G49630	3.50
AT3G49640	238
AT3G49645	146
AT3G49650	79
AT3G49660	103
AT3G49668	182.67
AT3G49670	2133.17
AT3G49680	2484.50
AT3G49690	13
AT3G49700	0
AT3G49710	97
AT3G49720	3149
AT3G49725	195
AT3G49730	97.50
AT3G49740	26
AT3G49744	0
AT3G49750	64
AT3G49760	0
AT3G49770	0
AT3G49780	239
AT3G49790	266
AT3G49796	0
AT3G49800	614
AT3G49810	221
AT3G49820	2
AT3G49830	0
AT3G49840	81
AT3G49845	2
AT3G49850	342
AT3G49860	4
AT3G49870	1376.67
AT3G49880	271
AT3G49890	65
AT3G49900	139
AT3G49910	7888.67
AT3G49920	35
AT3G49925	0
AT3G49930	40
AT3G49940	488.50
AT3G49950	42
AT3G49960	2
AT3G49970	6
AT3G49980	2
AT3G49990	532.50
AT3G50000	1114.50
AT3G50010	18
AT3G50020	0
AT3G50022	0
AT3G50030	0
AT3G50040	22
AT3G50050	111
AT3G50060	784
AT3G50070	183
AT3G50080	258
AT3G50090	0
AT3G50100	49
AT3G50110	90
AT3G50120	67
AT3G50123	0
AT3G50130	2
AT3G50140	128.00
AT3G50150	0
AT3G50160	0
AT3G50170	7
AT3G50180	0
AT3G50190	23.50
AT3G50200	3
AT3G50210	442.00
AT3G50220	9
AT3G50230	10
AT3G50240	249.50
AT3G50250	0
AT3G50260	189
AT3G50270	558
AT3G50280	65
AT3G50290	2
AT3G50300	5
AT3G50310	0
AT3G50320	0
AT3G50330	0
AT3G50337	0
AT3G50340	416
AT3G50350	221
AT3G50360	487.50
AT3G50370	1880
AT3G50373	0
AT3G50380	393.00
AT3G50390	8
AT3G50400	2
AT3G50410	49
AT3G50420	21
AT3G50430	228.50
AT3G50440	616
AT3G50450	2
AT3G50460	0
AT3G50470	104
AT3G50480	4399.58
AT3G50500	2466
AT3G50505	0
AT3G50510	1
AT3G50520	436
AT3G50530	780.50
AT3G50540	0
AT3G50550	403.50
AT3G50560	103.00
AT3G50570	43
AT3G50580	0
AT3G50590	1313.50
AT3G50610	0
AT3G50620	89.50
AT3G50630	236.83
AT3G50640	0
AT3G50650	509.50
AT3G50651	0
AT3G50660	517
AT3G50665	0
AT3G50670	1229.33
AT3G50674	0
AT3G50682	0
AT3G50685	2803.50
AT3G50690	607
AT3G50695	0
AT3G50700	431
AT3G50710	0
AT3G50720	0
AT3G50730	0
AT3G50740	1134.79
AT3G50750	399
AT3G50751	0
AT3G50760	122
AT3G50764	0
AT3G50770	132
AT3G50780	326
AT3G50790	990.00
AT3G50800	79
AT3G50808	0
AT3G50810	89
AT3G50820	32738.21
AT3G50825	57
AT3G50830	1370.50
AT3G50835	0
AT3G50840	208
AT3G50845	109.50
AT3G50850	8.50
AT3G50860	196.50
AT3G50870	24
AT3G50880	267.50
AT3G50890	98
AT3G50895	0
AT3G50900	189
AT3G50910	660
AT3G50920	350.50
AT3G50925	0
AT3G50930	393
AT3G50940	5
AT3G50950	2326.50
AT3G50960	90.50
AT3G50970	44
AT3G50980	0
AT3G50990	0
AT3G51000	714.50
AT3G51010	843.50
AT3G51020	0
AT3G51030	76
AT3G51040	246
AT3G51050	911.50
AT3G51057	0
AT3G51060	20
AT3G51070	36.50
AT3G51075	32.50
AT3G51080	236
AT3G51090	77
AT3G51100	349
AT3G51110	198.50
AT3G51120	472.67
AT3G51130	670.00
AT3G51135	0
AT3G51140	1574
AT3G51150	304.50
AT3G51160	1056.83
AT3G51171	0
AT3G51180	40
AT3G51190	0
AT3G51200	0
AT3G51210	0
AT3G51220	47
AT3G51230	28
AT3G51238	563.83
AT3G51240	563.83
AT3G51250	593.25
AT3G51260	2560.33
AT3G51265	0
AT3G51270	751.67
AT3G51280	102
AT3G51290	140
AT3G51300	18.50
AT3G51310	747.50
AT3G51320	112
AT3G51325	2
AT3G51330	357.75
AT3G51340	66.25
AT3G51350	19
AT3G51360	0
AT3G51370	2458
AT3G51375	3
AT3G51380	26
AT3G51390	277.50
AT3G51400	69.50
AT3G51410	1
AT3G51420	1601.50
AT3G51430	596.50
AT3G51440	175
AT3G51450	514
AT3G51460	869.00
AT3G51470	257.50
AT3G51480	84
AT3G51490	10
AT3G51500	179
AT3G51510	3791
AT3G51520	598
AT3G51530	67
AT3G51540	5
AT3G51550	4001
AT3G51560	0
AT3G51570	0
AT3G51580	435
AT3G51590	0
AT3G51600	14745.00
AT3G51610	580
AT3G51620	446
AT3G51630	375.50
AT3G51632	375.50
AT3G51636	0
AT3G51640	367.00
AT3G51642	3
AT3G51644	0
AT3G51650	353.00
AT3G51660	434.50
AT3G51670	1177.50
AT3G51680	0
AT3G51690	0
AT3G51700	0
AT3G51710	20
AT3G51720	218.50
AT3G51730	1972.17
AT3G51740	298
AT3G51750	103.50
AT3G51760	70
AT3G51770	644
AT3G51780	563.33
AT3G51790	356
AT3G51800	2319.08
AT3G51810	0
AT3G51820	5538.58
AT3G51830	577
AT3G51840	2079
AT3G51850	1113.50
AT3G51860	651.00
AT3G51870	638
AT3G51880	1083.00
AT3G51890	298
AT3G51895	330
AT3G51910	46
AT3G51915	0
AT3G51920	1821.50
AT3G51930	71
AT3G51940	65
AT3G51950	2633.00
AT3G51960	98.50
AT3G51970	85
AT3G51980	395
AT3G51990	123
AT3G52000	0
AT3G52010	0
AT3G52020	0
AT3G52030	260.50
AT3G52040	319
AT3G52050	443
AT3G52060	888.33
AT3G52070	83.50
AT3G52072	91.50
AT3G52080	0.50
AT3G52090	806.50
AT3G52100	181
AT3G52105	241.50
AT3G52110	175
AT3G52115	16
AT3G52120	885
AT3G52130	4
AT3G52140	1350.50
AT3G52150	5593.75
AT3G52155	893.33
AT3G52160	15.83
AT3G52170	169
AT3G52180	1665.00
AT3G52190	249
AT3G52200	920
AT3G52210	234.50
AT3G52220	699
AT3G52230	2652.33
AT3G52240	285
AT3G52250	552.50
AT3G52260	182
AT3G52270	2
AT3G52280	207
AT3G52285	0
AT3G52290	329
AT3G52300	4689.08
AT3G52302	0
AT3G52310	2
AT3G52320	0
AT3G52330	0
AT3G52340	505
AT3G52345	5.50
AT3G52350	0
AT3G52360	352
AT3G52370	422.75
AT3G52380	7515.00
AT3G52390	361.75
AT3G52400	1855
AT3G52420	175.50
AT3G52430	867
AT3G52440	1
AT3G52450	74
AT3G52460	34
AT3G52470	803.50
AT3G52480	66
AT3G52490	106
AT3G52500	4161
AT3G52510	2
AT3G52520	195
AT3G52525	17
AT3G52530	7
AT3G52535	151
AT3G52540	58
AT3G52550	67
AT3G52560	1783.00
AT3G52561	0
AT3G52565	1.50
AT3G52570	181.50
AT3G52580	1151.00
AT3G52590	6214.42
AT3G52600	0.50
AT3G52605	217.29
AT3G52610	450.29
AT3G52620	1
AT3G52630	228
AT3G52640	748.50
AT3G52660	438
AT3G52670	39
AT3G52680	59
AT3G52690	0
AT3G52700	0
AT3G52710	602.50
AT3G52720	585.50
AT3G52730	1971.50
AT3G52740	290
AT3G52742	7
AT3G52748	15.50
AT3G52750	1572.50
AT3G52760	400
AT3G52765	0
AT3G52770	25
AT3G52780	1
AT3G52790	0
AT3G52800	2017
AT3G52810	0
AT3G52820	7
AT3G52830	0
AT3G52840	1616.50
AT3G52850	1661.50
AT3G52860	229
AT3G52870	1301
AT3G52880	7024.17
AT3G52890	350.50
AT3G52900	90
AT3G52905	101.50
AT3G52910	163
AT3G52920	540.50
AT3G52930	7629
AT3G52940	472.50
AT3G52941	0
AT3G52950	463.17
AT3G52955	0
AT3G52960	7259.75
AT3G52970	0
AT3G52980	0
AT3G52990	4830.50
AT3G53000	320.50
AT3G53010	99.50
AT3G53015	0
AT3G53016	0
AT3G53020	5026.50
AT3G53030	311.50
AT3G53040	0
AT3G53050	0
AT3G53060	0
AT3G53065	1
AT3G53070	0
AT3G53075	0
AT3G53080	1
AT3G53090	245.50
AT3G53100	197
AT3G53110	1392.83
AT3G53120	380.83
AT3G53130	1077.67
AT3G53140	13.50
AT3G53150	5
AT3G53160	16
AT3G53170	95
AT3G53180	1515.50
AT3G53190	1027
AT3G53200	0
AT3G53210	83
AT3G53220	53
AT3G53230	168
AT3G53232	35
AT3G53235	24.00
AT3G53240	168.00
AT3G53250	12
AT3G53260	2265.50
AT3G53270	358
AT3G53280	800
AT3G53290	0
AT3G53294	0
AT3G53300	0
AT3G53305	0.50
AT3G53310	75
AT3G53320	71
AT3G53330	0
AT3G53340	323.50
AT3G53342	0.50
AT3G53350	57.50
AT3G53360	37
AT3G53365	12
AT3G53370	196
AT3G53380	297.50
AT3G53390	281
AT3G53400	386.00
AT3G53402	386.00
AT3G53410	222
AT3G53420	18105
AT3G53430	4856.12
AT3G53440	66
AT3G53450	4
AT3G53460	34029.03
AT3G53470	669
AT3G53480	18.50
AT3G53490	122
AT3G53500	1486.50
AT3G53510	162
AT3G53520	1064
AT3G53530	183
AT3G53540	466
AT3G53550	0
AT3G53560	1364.25
AT3G53570	329
AT3G53580	2409.58
AT3G53590	5
AT3G53600	1
AT3G53610	680.50
AT3G53611	0
AT3G53620	591.50
AT3G53630	651.50
AT3G53640	0
AT3G53650	156
AT3G53668	452.50
AT3G53670	452.50
AT3G53680	93.33
AT3G53690	12
AT3G53700	617
AT3G53710	1002.50
AT3G53720	410.50
AT3G53730	1836.50
AT3G53740	3409.50
AT3G53750	807.50
AT3G53760	199.50
AT3G53770	0
AT3G53775	0
AT3G53780	327.50
AT3G53790	0
AT3G53800	802
AT3G53810	227
AT3G53820	0
AT3G53830	59
AT3G53840	9
AT3G53850	266
AT3G53860	26
AT3G53870	5120.00
AT3G53880	228.00
AT3G53890	2868.11
AT3G53900	1101
AT3G53910	0
AT3G53920	965
AT3G53930	237
AT3G53940	91
AT3G53950	396
AT3G53960	405
AT3G53965	0
AT3G53970	843
AT3G53980	29
AT3G53990	1870.50
AT3G54000	77.50
AT3G54010	687.00
AT3G54020	274.50
AT3G54030	245.33
AT3G54040	18
AT3G54050	22934.50
AT3G54060	114
AT3G54070	0
AT3G54080	656.67
AT3G54085	150.17
AT3G54090	825
AT3G54100	244.83
AT3G54110	1332
AT3G54120	157
AT3G54130	204.50
AT3G54140	655.50
AT3G54150	108
AT3G54160	12
AT3G54170	367
AT3G54180	116.50
AT3G54190	487.50
AT3G54200	360.50
AT3G54210	11124.67
AT3G54220	635
AT3G54230	616.50
AT3G54240	0.50
AT3G54250	137.50
AT3G54260	180
AT3G54270	28.50
AT3G54280	527
AT3G54290	427.50
AT3G54300	454
AT3G54310	1
AT3G54320	131
AT3G54340	0
AT3G54350	461.50
AT3G54360	2365
AT3G54363	49
AT3G54366	858
AT3G54380	205.00
AT3G54390	95
AT3G54400	1325
AT3G54410	0
AT3G54420	111
AT3G54430	166.50
AT3G54440	1151
AT3G54450	5
AT3G54460	576.50
AT3G54470	1101.50
AT3G54480	615
AT3G54490	18
AT3G54500	1882.00
AT3G54510	15.50
AT3G54520	0
AT3G54530	0.50
AT3G54540	1020.50
AT3G54550	0
AT3G54560	633
AT3G54570	0
AT3G54580	1
AT3G54590	1
AT3G54600	2610.50
AT3G54610	230
AT3G54620	1154.50
AT3G54625	39
AT3G54630	38
AT3G54640	1731
AT3G54650	587.50
AT3G54660	5002
AT3G54670	292
AT3G54680	242
AT3G54690	778
AT3G54700	0
AT3G54710	61
AT3G54720	321
AT3G54730	2
AT3G54740	109
AT3G54750	353
AT3G54760	566
AT3G54770	10
AT3G54780	25
AT3G54790	376
AT3G54800	0.50
AT3G54802	0
AT3G54804	0
AT3G54810	1940
AT3G54820	330.17
AT3G54826	483
AT3G54830	654.83
AT3G54840	810.50
AT3G54850	240
AT3G54860	376
AT3G54870	2
AT3G54880	279
AT3G54890	55740.89
AT3G54900	2469.33
AT3G54910	137
AT3G54920	1991
AT3G54925	0
AT3G54930	87
AT3G54940	0
AT3G54950	291.33
AT3G54960	857.50
AT3G54970	128.50
AT3G54980	63.50
AT3G54990	30
AT3G55000	272.50
AT3G55005	209.50
AT3G55010	733.50
AT3G55020	1157.00
AT3G55030	556.17
AT3G55040	1866.67
AT3G55050	371
AT3G55060	61
AT3G55070	446
AT3G55080	350.50
AT3G55090	60
AT3G55100	0
AT3G55110	236
AT3G55120	641
AT3G55130	1236.50
AT3G55140	436.50
AT3G55150	2
AT3G55160	157.50
AT3G55170	753
AT3G55180	0.50
AT3G55190	0
AT3G55200	798.65
AT3G55210	0
AT3G55220	785.95
AT3G55230	11
AT3G55240	249.11
AT3G55250	2001.50
AT3G55252	0
AT3G55254	0
AT3G55260	940.61
AT3G55270	859
AT3G55280	1326
AT3G55290	82.50
AT3G55310	12.00
AT3G55320	455
AT3G55330	3875.83
AT3G55340	167
AT3G55350	251
AT3G55360	2049.00
AT3G55370	54
AT3G55380	414
AT3G55390	129
AT3G55400	1441.58
AT3G55410	2875.33
AT3G55420	287
AT3G55430	1638.58
AT3G55440	15207.33
AT3G55450	702.50
AT3G55460	1389
AT3G55470	298.50
AT3G55480	448.17
AT3G55485	2
AT3G55490	95.50
AT3G55500	181
AT3G55510	172.50
AT3G55512	0
AT3G55515	1
AT3G55520	804.75
AT3G55530	395.25
AT3G55540	0
AT3G55550	0
AT3G55560	207
AT3G55566	0
AT3G55570	0
AT3G55573	0
AT3G55580	22
AT3G55590	0
AT3G55600	100
AT3G55605	208
AT3G55610	1503.50
AT3G55620	1242
AT3G55630	1019.00
AT3G55640	213
AT3G55646	218
AT3G55650	0
AT3G55660	55
AT3G55665	0
AT3G55670	0
AT3G55672	0
AT3G55677	0
AT3G55680	0
AT3G55690	72.50
AT3G55700	10
AT3G55710	127
AT3G55720	6
AT3G55730	104.50
AT3G55734	2
AT3G55735	0
AT3G55740	397
AT3G55750	1808.33
AT3G55760	523.17
AT3G55770	2065
AT3G55780	3
AT3G55790	0
AT3G55795	0
AT3G55800	23789.08
AT3G55810	0
AT3G55820	23
AT3G55830	722.50
AT3G55840	257.50
AT3G55850	326.00
AT3G55860	0
AT3G55870	0.50
AT3G55880	263
AT3G55890	7
AT3G55900	2
AT3G55910	5
AT3G55920	251.50
AT3G55930	0
AT3G55940	40
AT3G55950	239
AT3G55960	903
AT3G55970	38
AT3G55980	1660
AT3G55990	69
AT3G56000	57.33
AT3G56010	1690
AT3G56020	794.50
AT3G56030	78.50
AT3G56040	1392.50
AT3G56050	2540.50
AT3G56060	868.50
AT3G56070	737.50
AT3G56080	259
AT3G56085	0
AT3G56090	1313.50
AT3G56100	56
AT3G56110	500
AT3G56120	198
AT3G56130	1012
AT3G56140	1227
AT3G56150	3100
AT3G56160	1668.50
AT3G56170	309
AT3G56180	1.50
AT3G56190	2163
AT3G56200	997
AT3G56210	667.50
AT3G56220	42
AT3G56230	2
AT3G56240	3756.00
AT3G56250	14.50
AT3G56260	134
AT3G56270	94
AT3G56290	1804.50
AT3G56300	59
AT3G56310	1205.50
AT3G56320	53.50
AT3G56330	169.50
AT3G56340	3483.25
AT3G56350	0
AT3G56360	7256.75
AT3G56370	1428
AT3G56380	3
AT3G56390	0
AT3G56400	1599
AT3G56408	101.50
AT3G56410	391.50
AT3G56420	0
AT3G56430	267
AT3G56440	91
AT3G56450	108
AT3G56460	1621.00
AT3G56470	93
AT3G56480	536
AT3G56490	1003
AT3G56500	4
AT3G56510	305
AT3G56520	0
AT3G56530	0
AT3G56540	2
AT3G56550	12.50
AT3G56560	0
AT3G56570	33
AT3G56580	478
AT3G56590	641
AT3G56600	2
AT3G56610	0
AT3G56620	145
AT3G56630	633
AT3G56640	140
AT3G56650	1730.50
AT3G56660	0
AT3G56670	0
AT3G56680	1948.50
AT3G56690	180
AT3G56700	1
AT3G56705	6
AT3G56710	582.50
AT3G56720	441.50
AT3G56730	14
AT3G56740	221.50
AT3G56750	524.50
AT3G56760	356
AT3G56770	24
AT3G56780	1.00
AT3G56790	2.50
AT3G56800	6508.33
AT3G56810	214.83
AT3G56820	122.50
AT3G56825	19.50
AT3G56830	109
AT3G56840	433
AT3G56850	373.50
AT3G56860	1652
AT3G56870	49.17
AT3G56880	1067.50
AT3G56890	13
AT3G56891	2
AT3G56900	745.33
AT3G56910	11891.17
AT3G56920	1
AT3G56930	154.50
AT3G56940	21571.75
AT3G56950	1530.75
AT3G56960	75.33
AT3G56970	418.50
AT3G56980	426
AT3G56990	333.50
AT3G57000	380
AT3G57010	41
AT3G57020	590.50
AT3G57030	442.50
AT3G57040	474
AT3G57050	1844
AT3G57060	137
AT3G57062	544
AT3G57070	572
AT3G57072	0.50
AT3G57080	282.50
AT3G57090	971.50
AT3G57100	1
AT3G57110	1
AT3G57120	314
AT3G57130	8
AT3G57140	150.50
AT3G57150	1582
AT3G57157	69
AT3G57160	20
AT3G57170	332
AT3G57180	346.67
AT3G57190	313.50
AT3G57200	27
AT3G57210	6
AT3G57220	397
AT3G57230	651.00
AT3G57240	409
AT3G57250	0
AT3G57260	4889.17
AT3G57270	11
AT3G57280	975.33
AT3G57290	1382
AT3G57300	566
AT3G57310	0
AT3G57320	428
AT3G57330	1857.33
AT3G57340	655.50
AT3G57350	231
AT3G57360	55
AT3G57370	0
AT3G57380	7
AT3G57390	169
AT3G57400	1107.50
AT3G57410	1980
AT3G57420	537
AT3G57430	266
AT3G57440	2
AT3G57450	1401.50
AT3G57460	113
AT3G57470	475.00
AT3G57480	168
AT3G57490	429.33
AT3G57500	65.50
AT3G57510	0
AT3G57520	3479.33
AT3G57530	949.50
AT3G57540	103
AT3G57550	832.33
AT3G57560	1082.50
AT3G57570	236.50
AT3G57580	32
AT3G57590	80
AT3G57600	73
AT3G57610	2411
AT3G57620	0.50
AT3G57630	385.50
AT3G57640	92
AT3G57645	0
AT3G57650	866.50
AT3G57660	251
AT3G57670	7
AT3G57680	39
AT3G57690	0
AT3G57700	31.50
AT3G57710	164.50
AT3G57720	32
AT3G57730	69
AT3G57740	0
AT3G57750	181
AT3G57760	22.50
AT3G57765	38
AT3G57770	78.25
AT3G57780	228
AT3G57785	1059
AT3G57790	407
AT3G57800	1109.50
AT3G57810	256
AT3G57830	194.50
AT3G57840	0
AT3G57850	0
AT3G57860	50
AT3G57870	2426.00
AT3G57880	389
AT3G57890	1366.50
AT3G57900	0
AT3G57910	58
AT3G57920	42
AT3G57930	604
AT3G57940	197
AT3G57950	9
AT3G57958	0
AT3G57960	0
AT3G57965	48
AT3G57970	46
AT3G57980	118
AT3G57990	1739.33
AT3G58000	16
AT3G58010	698.50
AT3G58020	172
AT3G58030	875.75
AT3G58035	0
AT3G58040	362.50
AT3G58050	407.50
AT3G58060	0
AT3G58070	114
AT3G58080	0
AT3G58090	112
AT3G58100	120.50
AT3G58110	470
AT3G58120	1191.50
AT3G58130	255
AT3G58140	2610.50
AT3G58150	5
AT3G58160	64.25
AT3G58165	0
AT3G58170	538
AT3G58180	307.00
AT3G58190	0
AT3G58193	0
AT3G58196	0
AT3G58200	54
AT3G58210	0
AT3G58220	240.50
AT3G58230	0
AT3G58240	0
AT3G58250	0
AT3G58260	0
AT3G58270	48
AT3G58280	0
AT3G58290	0
AT3G58300	0
AT3G58310	0
AT3G58320	1.00
AT3G58330	1
AT3G58340	0
AT3G58350	27.50
AT3G58360	0
AT3G58370	0
AT3G58380	7
AT3G58390	0
AT3G58400	0
AT3G58410	0
AT3G58420	0
AT3G58430	49
AT3G58440	0
AT3G58450	0
AT3G58460	773.50
AT3G58470	343.50
AT3G58480	6
AT3G58490	588.00
AT3G58500	2353
AT3G58510	1228.33
AT3G58520	97
AT3G58530	276.50
AT3G58540	1
AT3G58550	3
AT3G58560	1525.50
AT3G58570	880.50
AT3G58580	559
AT3G58590	34.50
AT3G58600	413.50
AT3G58610	10573.17
AT3G58620	473
AT3G58630	218
AT3G58640	1258.50
AT3G58650	90
AT3G58660	532
AT3G58670	291
AT3G58676	0
AT3G58680	3227
AT3G58690	181.50
AT3G58700	1118.50
AT3G58710	157.50
AT3G58720	85
AT3G58730	3975
AT3G58740	0.50
AT3G58750	1222
AT3G58760	434.50
AT3G58770	12
AT3G58780	50
AT3G58790	269
AT3G58795	66
AT3G58800	41.50
AT3G58810	19
AT3G58820	49.50
AT3G58830	660
AT3G58840	229
AT3G58850	151
AT3G58860	1
AT3G58877	0
AT3G58880	0
AT3G58890	0
AT3G58900	176
AT3G58910	0
AT3G58920	0
AT3G58930	90
AT3G58940	178
AT3G58950	0
AT3G58960	0
AT3G58970	888.50
AT3G58980	98
AT3G58990	1260
AT3G59000	82.50
AT3G59010	764.50
AT3G59020	2079.00
AT3G59030	24.50
AT3G59040	662.50
AT3G59050	438.00
AT3G59052	438.00
AT3G59060	1115.11
AT3G59068	25
AT3G59070	24
AT3G59080	534
AT3G59090	596
AT3G59100	214.50
AT3G59110	432.50
AT3G59120	50.50
AT3G59130	0
AT3G59140	216.50
AT3G59150	118
AT3G59160	0
AT3G59170	0
AT3G59180	0
AT3G59190	10
AT3G59200	17
AT3G59210	307.50
AT3G59220	8
AT3G59230	4
AT3G59240	0
AT3G59250	57
AT3G59260	0
AT3G59270	8
AT3G59280	671.50
AT3G59290	426
AT3G59300	1003.17
AT3G59310	704.67
AT3G59320	141.50
AT3G59330	78.50
AT3G59340	0
AT3G59350	1544.75
AT3G59360	776.50
AT3G59370	4
AT3G59380	603.00
AT3G59390	108
AT3G59400	2471.50
AT3G59410	302
AT3G59415	0
AT3G59420	214
AT3G59430	65
AT3G59440	6
AT3G59450	0
AT3G59455	0
AT3G59460	0
AT3G59470	114
AT3G59480	21
AT3G59490	125
AT3G59500	569
AT3G59510	7
AT3G59520	168.50
AT3G59530	55.50
AT3G59540	2392.50
AT3G59550	105
AT3G59570	202
AT3G59580	25
AT3G59590	0
AT3G59600	849.00
AT3G59610	0.50
AT3G59620	0
AT3G59630	194.50
AT3G59640	172.50
AT3G59650	258.50
AT3G59660	866
AT3G59670	211
AT3G59680	40
AT3G59690	36.50
AT3G59695	31.50
AT3G59700	87
AT3G59710	25
AT3G59730	1
AT3G59740	0
AT3G59750	5
AT3G59760	1070.00
AT3G59765	89
AT3G59770	973.33
AT3G59780	4316.33
AT3G59790	8
AT3G59800	133.50
AT3G59810	494
AT3G59820	451
AT3G59830	9
AT3G59840	739
AT3G59845	0
AT3G59850	2
AT3G59870	484.83
AT3G59880	56.50
AT3G59884	0
AT3G59890	154
AT3G59900	6.50
AT3G59910	995
AT3G59920	3079.50
AT3G59923	0
AT3G59926	0
AT3G59930	8
AT3G59940	2024.25
AT3G59950	741.25
AT3G59960	0
AT3G59970	6587.67
AT3G59980	2531.75
AT3G59990	1274.33
AT3G60000	1
AT3G60010	1
AT3G60020	0
AT3G60030	1103.25
AT3G60040	52.25
AT3G60050	108.75
AT3G60060	0
AT3G60070	96
AT3G60075	0
AT3G60080	480.50
AT3G60090	0
AT3G60100	0
AT3G60110	99
AT3G60120	9
AT3G60130	978.50
AT3G60140	2
AT3G60150	110
AT3G60160	168.50
AT3G60176	0
AT3G60180	205.00
AT3G60190	1205
AT3G60200	246
AT3G60210	951.00
AT3G60220	115
AT3G60238	0
AT3G60240	2036
AT3G60245	7066.08
AT3G60250	654
AT3G60260	360
AT3G60270	0
AT3G60280	0
AT3G60286	5
AT3G60290	98
AT3G60300	1185.12
AT3G60310	143
AT3G60318	0
AT3G60320	2750
AT3G60328	1
AT3G60330	17
AT3G60340	782.50
AT3G60350	460
AT3G60360	209
AT3G60370	911
AT3G60380	549.83
AT3G60390	213.62
AT3G60400	126.50
AT3G60410	619.50
AT3G60420	987.50
AT3G60440	682
AT3G60450	451
AT3G60460	0
AT3G60470	7
AT3G60480	451.50
AT3G60490	23
AT3G60500	307
AT3G60510	202
AT3G60520	221.50
AT3G60530	698
AT3G60540	112
AT3G60550	21
AT3G60560	0
AT3G60570	0
AT3G60580	37
AT3G60590	339
AT3G60600	1657.75
AT3G60620	631.50
AT3G60630	819.50
AT3G60640	126.50
AT3G60647	0
AT3G60650	2
AT3G60660	22
AT3G60670	15
AT3G60680	75
AT3G60690	287
AT3G60700	9
AT3G60710	7
AT3G60720	46
AT3G60730	4.50
AT3G60740	319
AT3G60750	60399.33
AT3G60760	0
AT3G60770	3998.33
AT3G60780	1
AT3G60790	0
AT3G60800	399.50
AT3G60805	0
AT3G60810	662
AT3G60820	2187.50
AT3G60830	364
AT3G60840	56
AT3G60850	314
AT3G60860	866
AT3G60870	0
AT3G60880	300
AT3G60890	14
AT3G60897	0
AT3G60900	123
AT3G60910	423.00
AT3G60920	7
AT3G60940	0
AT3G60950	0
AT3G60960	146
AT3G60961	3
AT3G60966	21
AT3G60970	0
AT3G60972	0
AT3G60980	187
AT3G60990	1
AT3G61010	540
AT3G61028	0
AT3G61030	0.50
AT3G61035	0
AT3G61040	0
AT3G61050	1345.67
AT3G61060	165
AT3G61070	578.50
AT3G61080	686
AT3G61090	19
AT3G61100	143
AT3G61105	0
AT3G61110	2849.50
AT3G61111	1.50
AT3G61113	30
AT3G61117	0
AT3G61118	0
AT3G61120	3
AT3G61130	1756.00
