Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R51.sam
AT3G19055	0
AT3G19070	0
AT3G19080	134
AT3G19085	0
AT3G19090	2
AT3G19100	840.50
AT3G19120	225
AT3G19130	854.50
AT3G19140	0
AT3G19150	250.50
AT3G19160	0
AT3G19170	6683.33
AT3G19180	362
AT3G19184	2
AT3G19190	914.50
AT3G19200	7
AT3G19210	103
AT3G19220	271.50
AT3G19230	15
AT3G19235	0
AT3G19240	517
AT3G19250	52
AT3G19260	423.50
AT3G19270	46
AT3G19274	0
AT3G19280	146
AT3G19290	587.50
AT3G19300	55.50
AT3G19310	1
AT3G19320	0
AT3G19330	73
AT3G19340	828.00
AT3G19350	16
AT3G19360	134.50
AT3G19370	369
AT3G19380	345
AT3G19390	15
AT3G19400	398
AT3G19410	0
AT3G19420	1571.50
AT3G19430	1
AT3G19440	56
AT3G19450	1826.83
AT3G19460	340.33
AT3G19470	44
AT3G19480	872.00
AT3G19490	1693.50
AT3G19500	20
AT3G19508	53.50
AT3G19510	293
AT3G19515	439.50
AT3G19520	741.50
AT3G19530	0
AT3G19540	549
AT3G19550	74
AT3G19553	888.50
AT3G19560	0
AT3G19570	233.50
AT3G19580	157
AT3G19590	214
AT3G19595	0
AT3G19600	0
AT3G19610	0.33
AT3G19615	0
AT3G19620	86
AT3G19630	285
AT3G19640	673
AT3G19650	221
AT3G19660	123.50
AT3G19663	4
AT3G19670	540.50
AT3G19680	2678.00
AT3G19690	28.50
AT3G19700	364.17
AT3G19710	2074.61
AT3G19720	1468.50
AT3G19740	784
AT3G19760	2397
AT3G19770	406
AT3G19780	221.50
AT3G19790	334
AT3G19800	1247
AT3G19810	818.50
AT3G19820	4149.12
AT3G19830	675.50
AT3G19840	410.33
AT3G19850	347
AT3G19860	569.50
AT3G19870	823.33
AT3G19880	0
AT3G19890	0
AT3G19895	291.50
AT3G19900	774.00
AT3G19910	676.50
AT3G19920	0
AT3G19930	2063
AT3G19940	0
AT3G19950	525
AT3G19960	1182.33
AT3G19970	264.50
AT3G19980	720.00
AT3G19990	649.83
AT3G20000	1279.50
AT3G20010	266
AT3G20015	121
AT3G20020	235
AT3G20030	0
AT3G20040	71
AT3G20050	2609.75
AT3G20060	1102.50
AT3G20070	153.50
AT3G20080	254
AT3G20090	52
AT3G20100	511
AT3G20110	3
AT3G20120	182.50
AT3G20130	20.50
AT3G20140	0
AT3G20150	92
AT3G20155	0
AT3G20160	0
AT3G20170	120
AT3G20180	3
AT3G20190	1.33
AT3G20200	75
AT3G20210	24.67
AT3G20220	21.67
AT3G20230	1396.67
AT3G20240	307.50
AT3G20250	1351
AT3G20260	155.50
AT3G20270	306
AT3G20280	104
AT3G20290	1018.50
AT3G20300	188.50
AT3G20310	725
AT3G20320	953
AT3G20330	744.50
AT3G20340	3
AT3G20350	222
AT3G20360	2.50
AT3G20362	0
AT3G20365	0
AT3G20370	84
AT3G20380	2
AT3G20390	4178.83
AT3G20395	3
AT3G20400	0
AT3G20410	891
AT3G20420	132
AT3G20430	218
AT3G20440	136
AT3G20450	6
AT3G20460	5
AT3G20470	243.50
AT3G20475	39.50
AT3G20480	35
AT3G20490	142
AT3G20500	628
AT3G20510	857
AT3G20520	5
AT3G20530	2
AT3G20540	542.17
AT3G20550	297.00
AT3G20555	0
AT3G20557	0
AT3G20560	263.50
AT3G20570	80
AT3G20580	0
AT3G20590	0
AT3G20600	506.50
AT3G20610	1
AT3G20620	259
AT3G20630	993.33
AT3G20640	63
AT3G20650	305
AT3G20655	0
AT3G20660	63.50
AT3G20670	783
AT3G20680	513.50
AT3G20690	0
AT3G20700	0
AT3G20710	0
AT3G20720	736.50
AT3G20730	79.50
AT3G20740	278
AT3G20750	0
AT3G20760	0
AT3G20770	2662.33
AT3G20780	217
AT3G20790	954.33
AT3G20800	764.33
AT3G20810	1221.50
AT3G20820	1283
AT3G20830	83
AT3G20840	0
AT3G20850	0
AT3G20860	83.50
AT3G20865	24
AT3G20870	614.50
AT3G20880	0
AT3G20885	0
AT3G20890	244
AT3G20898	32
AT3G20900	22
AT3G20910	143.50
AT3G20920	758.33
AT3G20930	431.50
AT3G20935	5
AT3G20940	0
AT3G20950	0
AT3G20960	95
AT3G20966	1
AT3G20970	369
AT3G20978	1
AT3G20980	0
AT3G20993	0
AT3G20997	0
AT3G21000	0
AT3G21055	24547.75
AT3G21060	264.50
AT3G21070	443
AT3G21080	104.50
AT3G21090	26
AT3G21100	133.50
AT3G21110	300
AT3G21120	0
AT3G21130	0
AT3G21140	510
AT3G21150	199.50
AT3G21160	541.00
AT3G21170	0
AT3G21175	345
AT3G21180	0
AT3G21190	674
AT3G21200	1589.00
AT3G21210	28
AT3G21215	486
AT3G21220	734.50
AT3G21230	116
AT3G21240	77
AT3G21250	1076.33
AT3G21260	82
AT3G21270	268
AT3G21280	267.50
AT3G21290	313
AT3G21295	281
AT3G21300	235
AT3G21310	26.50
AT3G21320	12.50
AT3G21330	28
AT3G21338	0
AT3G21340	0
AT3G21350	246.50
AT3G21351	4
AT3G21352	0
AT3G21360	225.50
AT3G21370	14.50
AT3G21371	0
AT3G21380	0
AT3G21390	370
AT3G21400	213
AT3G21410	0
AT3G21420	13
AT3G21430	413
AT3G21450	0
AT3G21460	45
AT3G21465	375.50
AT3G21470	26.50
AT3G21475	0
AT3G21480	127
AT3G21490	0
AT3G21500	2
AT3G21510	26
AT3G21520	47.50
AT3G21530	58.50
AT3G21540	219
AT3G21550	80
AT3G21560	2363
AT3G21570	0
AT3G21580	395
AT3G21590	0
AT3G21600	26
AT3G21610	344.33
AT3G21620	7
AT3G21630	1040
AT3G21640	432.50
AT3G21650	333
AT3G21660	5
AT3G21670	1223.50
AT3G21680	6
AT3G21690	1910
AT3G21700	397.50
AT3G21710	52
AT3G21720	0
AT3G21730	0
AT3G21740	136.50
AT3G21750	1382.17
AT3G21755	687.00
AT3G21760	678.00
AT3G21770	132.50
AT3G21780	194.50
AT3G21781	37.50
AT3G21790	748
AT3G21800	0.50
AT3G21805	9
AT3G21810	370.50
AT3G21820	340.50
AT3G21830	0
AT3G21840	1
AT3G21850	0
AT3G21860	0
AT3G21865	1154.50
AT3G21870	148
AT3G21880	0
AT3G21890	108
AT3G21900	0
AT3G21910	0
AT3G21920	0
AT3G21930	0
AT3G21940	0
AT3G21945	0
AT3G21950	237
AT3G21960	0
AT3G21970	0
AT3G21980	0
AT3G21990	0
AT3G22000	0
AT3G22010	0
AT3G22020	0
AT3G22022	0.33
AT3G22030	0
AT3G22040	0
AT3G22050	0
AT3G22053	0
AT3G22057	0
AT3G22060	849
AT3G22070	22
AT3G22072	22
AT3G22080	0
AT3G22090	4
AT3G22100	14
AT3G22104	275
AT3G22110	2414
AT3G22120	5444.00
AT3G22121	2576.50
AT3G22142	217.33
AT3G22150	659.33
AT3G22160	419
AT3G22170	1041.83
AT3G22180	167
AT3G22183	115.50
AT3G22190	649
AT3G22200	2273.83
AT3G22210	1547.83
AT3G22220	336
AT3G22230	2663.50
AT3G22231	29067.15
AT3G22235	33025.88
AT3G22240	464.35
AT3G22250	1
AT3G22260	229
AT3G22270	627.33
AT3G22275	12
AT3G22290	592.25
AT3G22300	382.50
AT3G22310	420
AT3G22320	925.50
AT3G22330	1021.75
AT3G22345	0.25
AT3G22350	0
AT3G22360	0
AT3G22370	1447
AT3G22380	4001.35
AT3G22400	297
AT3G22410	49
AT3G22415	13
AT3G22420	588
AT3G22421	0
AT3G22425	382
AT3G22430	160
AT3G22436	0
AT3G22440	3280.50
AT3G22450	28.50
AT3G22460	150.50
AT3G22470	65
AT3G22480	485
AT3G22490	6.50
AT3G22500	0
AT3G22510	0
AT3G22520	528
AT3G22530	296.50
AT3G22540	9
AT3G22550	412.50
AT3G22560	4
AT3G22570	0
AT3G22580	0
AT3G22590	361.50
AT3G22600	3044.50
AT3G22620	75.50
AT3G22630	1047.11
AT3G22640	0
AT3G22650	0
AT3G22660	441.50
AT3G22670	60
AT3G22680	231
AT3G22690	49
AT3G22700	0
AT3G22710	0
AT3G22720	0
AT3G22723	0
AT3G22730	0
AT3G22740	188.50
AT3G22750	304
AT3G22760	239.83
AT3G22770	0.67
AT3G22780	483.17
AT3G22790	280
AT3G22800	4
AT3G22810	81
AT3G22820	17
AT3G22830	0
AT3G22840	1223.50
AT3G22845	1543.25
AT3G22850	708.50
AT3G22860	0
AT3G22870	0
AT3G22880	119
AT3G22886	23
AT3G22890	10163.58
AT3G22900	39.50
AT3G22910	1035.50
AT3G22920	0
AT3G22930	197.50
AT3G22940	0
AT3G22942	280
AT3G22950	625.50
AT3G22960	3184.71
AT3G22961	4.50
AT3G22968	1199.33
AT3G22970	1199.33
AT3G22980	291
AT3G22990	396
AT3G23000	1454.50
AT3G23010	133
AT3G23020	50.50
AT3G23030	1534.50
AT3G23040	1
AT3G23050	3481.17
AT3G23060	0
AT3G23070	695
AT3G23080	859
AT3G23090	127.50
AT3G23100	308.50
AT3G23110	907.50
AT3G23120	1418.42
AT3G23125	0
AT3G23130	0
AT3G23140	0
AT3G23145	0
AT3G23150	53
AT3G23160	179
AT3G23165	0
AT3G23167	0
AT3G23170	638.50
AT3G23171	0
AT3G23172	0
AT3G23175	3
AT3G23180	7
AT3G23190	15
AT3G23200	111
AT3G23210	148.50
AT3G23220	1
AT3G23230	12
AT3G23240	14
AT3G23245	0
AT3G23250	51
AT3G23255	80
AT3G23260	20.50
AT3G23270	3
AT3G23280	2624.33
AT3G23290	306.50
AT3G23300	1758.83
AT3G23310	589.50
AT3G23320	2
AT3G23325	280
AT3G23326	0
AT3G23330	52.50
AT3G23340	212.50
AT3G23350	0
AT3G23360	1
AT3G23370	26.83
AT3G23380	0
AT3G23390	2169
AT3G23400	5996
AT3G23410	1003.50
AT3G23420	0
AT3G23430	146
AT3G23440	48
AT3G23450	600.83
AT3G23460	0.50
AT3G23470	12.29
AT3G23480	240.21
AT3G23490	1701
AT3G23510	158.25
AT3G23530	2723.75
AT3G23540	445.00
AT3G23550	99
AT3G23560	376
AT3G23570	1699
AT3G23580	749.50
AT3G23590	626.50
AT3G23600	5470.75
AT3G23605	122.50
AT3G23610	81
AT3G23620	628.50
AT3G23630	11.50
AT3G23633	0
AT3G23635	7
AT3G23637	5
AT3G23640	924.00
AT3G23650	0
AT3G23660	942
AT3G23670	85
AT3G23680	0
AT3G23685	0
AT3G23690	718.50
AT3G23700	3016.50
AT3G23710	246
AT3G23715	0
AT3G23727	0
AT3G23730	736.50
AT3G23740	99
AT3G23750	1346.33
AT3G23760	427
AT3G23770	0
AT3G23780	435.50
AT3G23790	115.00
AT3G23800	0
AT3G23805	251
AT3G23810	10253.67
AT3G23820	5738
AT3G23830	293.50
AT3G23840	262.50
AT3G23850	1
AT3G23860	0
AT3G23870	34
AT3G23880	23
AT3G23890	276.00
AT3G23900	642
AT3G23910	212.50
AT3G23920	1466.50
AT3G23930	32
AT3G23940	1519.33
AT3G23950	0
AT3G23955	1
AT3G23960	0
AT3G23970	0
AT3G23980	723
AT3G23990	1752.50
AT3G24000	95
AT3G24010	213
AT3G24020	18
AT3G24030	345
AT3G24040	489.33
AT3G24050	1501.50
AT3G24060	0
AT3G24065	9
AT3G24068	0
AT3G24070	255
AT3G24080	663.50
AT3G24090	294.50
AT3G24093	0
AT3G24100	426
AT3G24110	7
AT3G24120	422.83
AT3G24130	0
AT3G24140	380
AT3G24150	195
AT3G24160	4269.00
AT3G24170	3395.00
AT3G24180	1786.50
AT3G24190	2021.50
AT3G24200	671.90
AT3G24210	0
AT3G24216	0
AT3G24220	2
AT3G24225	0
AT3G24230	3
AT3G24240	0
AT3G24250	0
AT3G24255	66
AT3G24260	0
AT3G24270	0
AT3G24280	0
AT3G24290	0
AT3G24300	3
AT3G24310	0
AT3G24315	237
AT3G24320	187
AT3G24330	0
AT3G24332	0
AT3G24340	7
AT3G24350	716.00
AT3G24360	43.00
AT3G24420	123
AT3G24430	2476
AT3G24440	344
AT3G24450	18
AT3G24460	89
AT3G24465	0
AT3G24480	2164.50
AT3G24490	397.50
AT3G24495	206
AT3G24500	641.17
AT3G24503	12675.00
AT3G24506	471
AT3G24508	0
AT3G24510	0
AT3G24513	0
AT3G24515	48
AT3G24516	0
AT3G24517	0
AT3G24518	79
AT3G24520	79
AT3G24530	682
AT3G24535	17
AT3G24540	0
AT3G24542	0
AT3G24550	1830.50
AT3G24560	109.83
AT3G24570	537.33
AT3G24580	0
AT3G24590	1129.50
AT3G24600	1.50
AT3G24610	0
AT3G24612	2
AT3G24614	1
AT3G24615	0
AT3G24620	0
AT3G24630	62.50
AT3G24640	0
AT3G24650	0
AT3G24660	164.50
AT3G24670	126.50
AT3G24690	0
AT3G24700	0
AT3G24710	0
AT3G24715	38.50
AT3G24730	190.50
AT3G24740	448.50
AT3G24750	1
AT3G24760	238
AT3G24770	515
AT3G24780	5
AT3G24790	0
AT3G24800	164
AT3G24810	35
AT3G24820	134
AT3G24830	4779.50
AT3G24840	156
AT3G24850	0
AT3G24860	130.08
AT3G24870	454.58
AT3G24880	429.08
AT3G24890	66
AT3G24900	528.08
AT3G24929	50.33
AT3G24982	268.33
AT3G25010	4330.33
AT3G25011	1
AT3G25013	70.83
AT3G25014	14.33
AT3G25020	732.58
AT3G25030	159
AT3G25040	994
AT3G25050	0
AT3G25060	8
AT3G25070	939.50
AT3G25080	0
AT3G25090	0
AT3G25099	0
AT3G25100	114
AT3G25110	204
AT3G25120	416.50
AT3G25130	81
AT3G25140	1455.50
AT3G25150	1032.50
AT3G25160	0
AT3G25165	0
AT3G25170	0
AT3G25180	27
AT3G25190	16
AT3G25200	0
AT3G25210	131
AT3G25220	1054.50
AT3G25221	1.50
AT3G25230	1406.00
AT3G25233	0
AT3G25240	0
AT3G25250	94.50
AT3G25260	0
AT3G25265	0
AT3G25270	1
AT3G25280	0
AT3G25290	109
AT3G25400	89
AT3G25410	589
AT3G25420	0
AT3G25430	92
AT3G25440	70.50
AT3G25460	0
AT3G25470	1352.50
AT3G25480	1144.50
AT3G25490	4.25
AT3G25500	1225.25
AT3G25510	179.50
AT3G25520	7723.00
AT3G25530	3152.50
AT3G25540	568.50
AT3G25545	249
AT3G25550	4.50
AT3G25560	165.50
AT3G25570	121.17
AT3G25572	121.17
AT3G25573	0
AT3G25577	0
AT3G25580	245
AT3G25585	792.50
AT3G25590	138
AT3G25597	62
AT3G25600	466
AT3G25610	1846.50
AT3G25620	62
AT3G25640	32
AT3G25650	0
AT3G25655	0
AT3G25660	3066.17
AT3G25670	60
AT3G25680	345.50
AT3G25690	7080
AT3G25700	195.50
AT3G25710	96
AT3G25715	0
AT3G25716	0
AT3G25717	295.50
AT3G25719	0
AT3G25720	0
AT3G25727	0
AT3G25730	48
AT3G25740	283.50
AT3G25750	0
AT3G25760	226
AT3G25770	4363
AT3G25780	315
AT3G25790	0
AT3G25795	7
AT3G25800	1503
AT3G25805	735.50
AT3G25810	0
AT3G25820	7.00
AT3G25830	7.00
AT3G25840	909.00
AT3G25850	0
AT3G25855	5
AT3G25860	1879.00
AT3G25870	192
AT3G25880	21
AT3G25882	711
AT3G25890	669.25
AT3G25900	145
AT3G25905	17.50
AT3G25910	1225
AT3G25920	12047.58
AT3G25930	0
AT3G25940	119.50
AT3G25950	0.50
AT3G25960	0
AT3G25970	21.50
AT3G25980	144
AT3G25990	33.50
AT3G26000	786.50
AT3G26010	0
AT3G26020	601
AT3G26030	1388.33
AT3G26040	25
AT3G26050	43.50
AT3G26060	11528.25
AT3G26070	4120.42
AT3G26080	837.17
AT3G26085	750
AT3G26090	470
AT3G26100	1029
AT3G26110	0
AT3G26115	180
AT3G26120	0
AT3G26125	18.50
AT3G26130	5
AT3G26140	0
AT3G26147	0
AT3G26150	6
AT3G26160	0
AT3G26170	1114.00
AT3G26180	2040.50
AT3G26190	0
AT3G26200	156.50
AT3G26210	1513.50
AT3G26220	706
AT3G26230	951.50
AT3G26235	0
AT3G26240	224
AT3G26250	0
AT3G26270	0
AT3G26280	496
AT3G26290	293.50
AT3G26300	553
AT3G26310	158
AT3G26320	117
AT3G26330	7
AT3G26340	451.28
AT3G26350	10
AT3G26360	332
AT3G26370	776
AT3G26380	576
AT3G26390	0
AT3G26400	524
AT3G26410	165
AT3G26420	1058.67
AT3G26430	1060.67
AT3G26440	541.33
AT3G26445	47
AT3G26450	2230.50
AT3G26460	13
AT3G26470	253.75
AT3G26480	26.75
AT3G26490	274.50
AT3G26500	323.50
AT3G26510	632.50
AT3G26511	0
AT3G26520	12460.08
AT3G26539	16
AT3G26540	55
AT3G26550	5
AT3G26560	844
AT3G26561	0
AT3G26570	4625.24
AT3G26580	2603
AT3G26590	944.50
AT3G26600	1021
AT3G26610	0
AT3G26612	152
AT3G26616	0
AT3G26618	480
AT3G26620	0
AT3G26630	547
AT3G26640	180.50
AT3G26650	58274.03
AT3G26660	0
AT3G26670	849
AT3G26680	117.50
AT3G26690	123
AT3G26700	230
AT3G26710	2383
AT3G26720	1129.83
AT3G26730	1433
AT3G26740	12200.25
AT3G26742	2
AT3G26744	899.50
AT3G26747	0
AT3G26750	52
AT3G26760	19
AT3G26770	11.50
AT3G26780	911
AT3G26782	116.50
AT3G26790	0
AT3G26800	0
AT3G26810	1172
AT3G26812	1
AT3G26813	0
AT3G26815	14
AT3G26816	0
AT3G26818	17
AT3G26819	0
AT3G26820	0
AT3G26830	1651
AT3G26840	755.67
AT3G26850	152.17
AT3G26855	0
AT3G26860	0
AT3G26870	0
AT3G26880	0
AT3G26890	769
AT3G26900	1793
AT3G26910	270.50
AT3G26920	177.33
AT3G26922	33.75
AT3G26930	3.25
AT3G26932	131
AT3G26934	0
AT3G26935	798.50
AT3G26940	0
AT3G26950	670.50
AT3G26960	125
AT3G26980	571.50
AT3G26990	198.50
AT3G27000	201
AT3G27010	154
AT3G27020	1134.50
AT3G27025	2
AT3G27027	4
AT3G27030	111
AT3G27040	0
AT3G27050	532.50
AT3G27060	1517.50
AT3G27070	10.83
AT3G27080	580.50
AT3G27090	2999.50
AT3G27100	231.50
AT3G27110	786.50
AT3G27120	174.00
AT3G27130	11
AT3G27140	0
AT3G27150	12
AT3G27160	6261.00
AT3G27170	102.50
AT3G27180	517
AT3G27190	145.50
AT3G27200	121
AT3G27210	484.83
AT3G27220	122.50
AT3G27230	1142
AT3G27240	2328.50
AT3G27250	66
AT3G27260	980.50
AT3G27270	53
AT3G27280	446
AT3G27290	32
AT3G27300	1245.50
AT3G27310	489
AT3G27320	364.50
AT3G27325	609.50
AT3G27328	0
AT3G27329	0
AT3G27330	54
AT3G27331	0
AT3G27340	358.00
AT3G27350	257.50
AT3G27360	307.33
AT3G27380	2015.33
AT3G27390	961.50
AT3G27400	194
AT3G27410	16
AT3G27415	1.50
AT3G27416	1.50
AT3G27420	159
AT3G27425	0
AT3G27430	2032.50
AT3G27440	0
AT3G27460	173
AT3G27470	234.50
AT3G27473	3
AT3G27480	0
AT3G27490	1
AT3G27500	7
AT3G27503	0
AT3G27510	6
AT3G27520	83
AT3G27530	903
AT3G27540	328
AT3G27550	81
AT3G27555	0
AT3G27560	361.50
AT3G27570	1082.50
AT3G27580	108
AT3G27590	2
AT3G27600	0
AT3G27610	254
AT3G27620	3
AT3G27630	13
AT3G27640	57
AT3G27650	52
AT3G27660	33
AT3G27670	466.50
AT3G27680	0
AT3G27690	2465.50
AT3G27700	468
AT3G27710	11
AT3G27720	0
AT3G27730	2
AT3G27740	1275
AT3G27750	456.50
AT3G27770	1480
AT3G27785	4.50
AT3G27800	0
AT3G27809	0
AT3G27810	0
AT3G27820	3552.75
AT3G27825	0
AT3G27830	11688.99
AT3G27831	9.67
AT3G27835	0
AT3G27840	0.50
AT3G27845	0
AT3G27850	11299.08
AT3G27860	20.50
AT3G27865	13
AT3G27870	182
AT3G27880	210
AT3G27884	0
AT3G27890	1667.50
AT3G27900	12
AT3G27906	225
AT3G27910	0
AT3G27920	29.50
AT3G27925	3101.50
AT3G27930	269
AT3G27940	24
AT3G27950	0
AT3G27960	621.50
AT3G27968	0
AT3G27970	10.33
AT3G27980	24.50
AT3G27990	195
AT3G27999	0
AT3G28007	75
AT3G28020	0
AT3G28030	354
AT3G28040	1473
AT3G28050	1322.50
AT3G28060	0
AT3G28070	585.50
AT3G28080	373.50
AT3G28100	251
AT3G28120	0
AT3G28130	293
AT3G28140	127
AT3G28150	20.50
AT3G28155	4
AT3G28170	3
AT3G28180	3273.33
AT3G28190	0
AT3G28193	0
AT3G28200	895.50
AT3G28210	89
AT3G28216	0
AT3G28220	416
AT3G28223	0
AT3G28230	0
AT3G28243	0
AT3G28250	0
AT3G28260	0
AT3G28270	715
AT3G28280	0
AT3G28290	394.74
AT3G28291	0
AT3G28300	374.49
AT3G28310	2
AT3G28320	1
AT3G28321	0
AT3G28330	0
AT3G28340	543.50
AT3G28345	54
AT3G28360	2
AT3G28370	119.25
AT3G28380	3.50
AT3G28390	0.50
AT3G28410	0
AT3G28415	0
AT3G28420	28
AT3G28430	389
AT3G28440	0
AT3G28450	635
AT3G28455	46
AT3G28460	587
AT3G28470	0
AT3G28480	1231.50
AT3G28490	0
AT3G28500	29
AT3G28510	1530.50
AT3G28520	3
AT3G28530	0
AT3G28540	2786.75
AT3G28550	0
AT3G28560	1.50
AT3G28570	0
AT3G28580	351.50
AT3G28590	1
AT3G28600	7
AT3G28610	1
AT3G28620	12.50
AT3G28630	14.50
AT3G28640	52.00
AT3G28650	0
AT3G28660	34.00
AT3G28670	405
AT3G28674	0
AT3G28680	0
AT3G28685	0
AT3G28690	769
AT3G28695	0
AT3G28700	248
AT3G28710	2597
AT3G28715	1838
AT3G28720	513
AT3G28730	946
AT3G28740	7.50
AT3G28750	7
AT3G28760	429
AT3G28770	3
AT3G28780	0
AT3G28790	0
AT3G28810	0
AT3G28820	0
AT3G28830	0
AT3G28840	74
AT3G28850	93
AT3G28857	39.50
AT3G28860	1429
AT3G28870	0
AT3G28880	19
AT3G28890	378
AT3G28899	7
AT3G28900	1177.00
AT3G28910	803
AT3G28917	0
AT3G28918	0
AT3G28920	1181.50
AT3G28925	0
AT3G28930	1846.92
AT3G28940	7332.08
AT3G28950	482.50
AT3G28956	69.50
AT3G28958	5
AT3G28960	17
AT3G28970	371.75
AT3G28980	0
AT3G28990	0
AT3G29000	153
AT3G29010	94
AT3G29020	3
AT3G29030	2291.50
AT3G29033	0
AT3G29034	62.50
AT3G29035	56
AT3G29036	0
AT3G29040	0
AT3G29050	0
AT3G29060	3
AT3G29070	4
AT3G29075	688.50
AT3G29080	0
AT3G29090	345.50
AT3G29095	0
AT3G29100	54
AT3G29110	0
AT3G29130	103
AT3G29140	24
AT3G29152	0
AT3G29160	727
AT3G29170	270
AT3G29180	737
AT3G29185	1052.25
AT3G29190	0
AT3G29195	0
AT3G29200	848
AT3G29230	563
AT3G29240	6136.50
AT3G29250	170
AT3G29255	3
AT3G29260	0
AT3G29270	336.50
AT3G29280	59
AT3G29290	659
AT3G29300	4
AT3G29305	0
AT3G29310	331
AT3G29320	5371.50
AT3G29330	200.17
AT3G29340	0
AT3G29350	715.83
AT3G29360	3687.50
AT3G29370	7
AT3G29375	283.50
AT3G29380	0
AT3G29385	0
AT3G29390	571
AT3G29400	618.50
AT3G29410	12
AT3G29430	0
AT3G29431	0
AT3G29450	0
AT3G29560	0
AT3G29570	0
AT3G29575	464
AT3G29580	0
AT3G29590	131
AT3G29630	0
AT3G29633	1
AT3G29635	0
AT3G29636	0
AT3G29638	0
AT3G29639	31
AT3G29644	96.50
AT3G29670	45
AT3G29680	34
AT3G29690	3
AT3G29720	0
AT3G29740	0
AT3G29750	0
AT3G29760	385.50
AT3G29763	0
AT3G29765	0
AT3G29770	150
AT3G29780	0
AT3G29785	0
AT3G29790	0
AT3G29791	0
AT3G29796	0
AT3G29797	0
AT3G29800	0
AT3G29810	75
AT3G29830	0
AT3G29970	9
AT3G30160	0
AT3G30180	825
AT3G30200	0
AT3G30210	0
AT3G30220	0
AT3G30222	0
AT3G30230	0
AT3G30235	0
AT3G30247	0
AT3G30260	0
AT3G30280	0
AT3G30290	0
AT3G30300	919.50
AT3G30320	0
AT3G30340	36.50
AT3G30345	0
AT3G30350	0
AT3G30370	0
AT3G30380	152
AT3G30383	0
AT3G30385	0
AT3G30387	0
AT3G30390	5611.50
AT3G30391	0
AT3G30430	0
AT3G30456	0
AT3G30460	57
AT3G30520	0
AT3G30530	13
AT3G30540	0
AT3G30580	0
AT3G30705	0
AT3G30720	102
AT3G30725	1
AT3G30730	2
AT3G30768	0
AT3G30769	0
AT3G30770	1
AT3G30775	416
AT3G30778	0
AT3G30805	0
AT3G30820	0
AT3G30840	0
AT3G30841	145
AT3G30842	0
AT3G30845	0
AT3G30849	0
AT3G31051	0
AT3G31068	0
AT3G31350	0
AT3G31400	0
AT3G31401	0
AT3G31402	0
AT3G31430	0
AT3G31900	0
AT3G31910	0
AT3G31950	0
AT3G32030	0
AT3G32036	0
AT3G32040	0
AT3G32047	0
AT3G32050	0
AT3G32052	0
AT3G32090	0
AT3G32100	0
AT3G32120	0
AT3G32130	0
AT3G32150	0
AT3G32160	0
AT3G32180	0
AT3G32190	0
AT3G32200	0
AT3G32260	0
AT3G32280	0
AT3G32330	0
AT3G32400	0
AT3G32410	0
AT3G32896	0
AT3G32904	0
AT3G32905	0
AT3G32920	0
AT3G32930	1776.17
AT3G32940	292.50
AT3G32960	0
AT3G32980	124
AT3G33187	0
AT3G33293	0
AT3G33393	0
AT3G33494	0
AT3G33520	377
AT3G33528	9
AT3G33530	1336
AT3G36659	0
AT3G41761	4
AT3G41762	7.50
AT3G41768	10178.50
AT3G41979	610
AT3G42050	5969.58
AT3G42060	0
AT3G42130	0
AT3G42140	0
AT3G42148	0
AT3G42150	232.33
AT3G42155	0
AT3G42160	0
AT3G42170	937.50
AT3G42180	2
AT3G42310	0
AT3G42380	0
AT3G42385	0
AT3G42390	0
AT3G42473	0
AT3G42475	0
AT3G42550	0
AT3G42560	0
AT3G42565	0
AT3G42570	0
AT3G42628	0
AT3G42630	189
AT3G42640	118.50
AT3G42660	256.50
AT3G42670	157.50
AT3G42723	0
AT3G42725	21
AT3G42728	0
AT3G42770	0
AT3G42780	0
AT3G42786	0
AT3G42790	1383.50
AT3G42800	42
AT3G42830	0
AT3G42850	4
AT3G42860	60.25
AT3G42870	0
AT3G42880	0
AT3G42940	0
AT3G42950	411
AT3G42960	0
AT3G42970	0
AT3G42990	0
AT3G43083	0
AT3G43110	6
AT3G43120	0
AT3G43148	0
AT3G43150	0
AT3G43153	0
AT3G43160	0
AT3G43170	0
AT3G43180	0
AT3G43190	30
AT3G43210	145.50
AT3G43220	848
AT3G43230	623.50
AT3G43240	502.50
AT3G43250	0
AT3G43260	0
AT3G43270	296
AT3G43280	0
AT3G43290	0
AT3G43291	0
AT3G43300	2295
AT3G43340	0
AT3G43400	0
AT3G43402	0
AT3G43410	0
AT3G43420	0
AT3G43430	63
AT3G43431	0
AT3G43432	0
AT3G43440	213.50
AT3G43470	0
AT3G43480	0
AT3G43490	0
AT3G43500	0
AT3G43505	0
AT3G43520	2120.50
AT3G43540	851
AT3G43550	0
AT3G43570	0
AT3G43572	0
AT3G43574	0
AT3G43580	22
AT3G43583	0
AT3G43590	422.50
AT3G43600	484.50
AT3G43610	614.50
AT3G43623	0
AT3G43630	0
AT3G43660	0
AT3G43670	632
AT3G43682	0
AT3G43700	137
AT3G43710	0
AT3G43720	1942
AT3G43722	0
AT3G43740	482
AT3G43750	0
AT3G43790	58
AT3G43800	1074.17
AT3G43810	1746
AT3G43829	0
AT3G43833	0
AT3G43840	16
AT3G43850	1
AT3G43860	0
AT3G43870	0
AT3G43880	0
AT3G43890	0
AT3G43900	0
AT3G43910	0
