Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/H553.sam
AT3G11505	0
AT3G11510	3695.08
AT3G11520	55
AT3G11530	428
AT3G11540	690
AT3G11550	0
AT3G11560	2035.67
AT3G11570	258.67
AT3G11580	54.50
AT3G11590	479.25
AT3G11591	19.50
AT3G11600	167.50
AT3G11620	247
AT3G11630	18786.97
AT3G11640	35
AT3G11650	523.50
AT3G11660	2231.50
AT3G11670	1140.50
AT3G11680	3
AT3G11690	92
AT3G11700	2510.83
AT3G11710	2513.92
AT3G11720	218.50
AT3G11730	628.17
AT3G11740	5
AT3G11745	65
AT3G11750	39.50
AT3G11760	126.50
AT3G11770	365.50
AT3G11773	0
AT3G11780	1147.50
AT3G11800	980
AT3G11810	749
AT3G11820	2123.75
AT3G11825	0
AT3G11830	1824
AT3G11840	409
AT3G11850	201.50
AT3G11860	1
AT3G11870	0
AT3G11880	807.50
AT3G11890	291.50
AT3G11900	310
AT3G11910	2239.25
AT3G11920	0
AT3G11930	2790.75
AT3G11940	3841.00
AT3G11945	1688.00
AT3G11950	146.50
AT3G11960	653.83
AT3G11964	715.44
AT3G11980	0
AT3G11990	0
AT3G12000	0
AT3G12010	474.00
AT3G12012	474.00
AT3G12020	499
AT3G12030	265.50
AT3G12040	108.50
AT3G12050	646
AT3G12060	2
AT3G12070	57
AT3G12080	1503.50
AT3G12090	27
AT3G12100	357.50
AT3G12110	471
AT3G12120	9774.33
AT3G12130	475
AT3G12140	572
AT3G12145	1209
AT3G12150	185
AT3G12160	1
AT3G12170	86
AT3G12180	178
AT3G12190	0
AT3G12200	664.00
AT3G12203	2
AT3G12210	239.50
AT3G12220	172.50
AT3G12230	13.50
AT3G12240	1
AT3G12250	230.50
AT3G12260	1571
AT3G12270	144
AT3G12280	993.83
AT3G12290	2770
AT3G12300	231
AT3G12320	557
AT3G12340	117
AT3G12345	2417.50
AT3G12350	334
AT3G12360	1381.67
AT3G12370	302
AT3G12380	220.50
AT3G12385	0
AT3G12390	1106
AT3G12400	821.50
AT3G12410	5
AT3G12420	0
AT3G12430	0
AT3G12440	1
AT3G12460	5
AT3G12470	0
AT3G12480	513.50
AT3G12490	2040.50
AT3G12500	52
AT3G12502	16
AT3G12510	27
AT3G12520	671.33
AT3G12530	88
AT3G12540	0
AT3G12545	3.50
AT3G12550	167.50
AT3G12560	666.50
AT3G12570	990.25
AT3G12580	280.50
AT3G12585	1.50
AT3G12587	153.50
AT3G12590	463.33
AT3G12600	466.50
AT3G12610	799.50
AT3G12620	1202.50
AT3G12630	1500
AT3G12640	437.50
AT3G12650	159
AT3G12660	0
AT3G12670	850
AT3G12680	351.33
AT3G12685	246.83
AT3G12690	116
AT3G12700	241.50
AT3G12710	39
AT3G12720	0
AT3G12730	86
AT3G12740	2367.33
AT3G12750	146.50
AT3G12760	1163.50
AT3G12770	73.50
AT3G12775	1.50
AT3G12780	33684.00
AT3G12800	2598
AT3G12810	393.50
AT3G12820	31.50
AT3G12830	376.50
AT3G12835	7
AT3G12840	0
AT3G12850	0
AT3G12860	56.50
AT3G12870	54
AT3G12880	10
AT3G12890	7
AT3G12900	6
AT3G12910	29
AT3G12915	108
AT3G12920	565.50
AT3G12930	1275.50
AT3G12940	183
AT3G12950	655
AT3G12955	2
AT3G12960	0
AT3G12965	330.50
AT3G12970	31
AT3G12977	2
AT3G12980	541
AT3G12990	171.50
AT3G13000	329
AT3G13010	1
AT3G13020	13.50
AT3G13030	374
AT3G13040	1337.33
AT3G13050	389.50
AT3G13060	1027.92
AT3G13061	312.92
AT3G13062	1143.50
AT3G13065	84
AT3G13070	1114
AT3G13080	3123
AT3G13090	15.50
AT3G13100	468.50
AT3G13110	1730
AT3G13120	7341.79
AT3G13130	10
AT3G13140	0
AT3G13150	90
AT3G13160	261.50
AT3G13170	2
AT3G13175	76
AT3G13180	515.33
AT3G13190	135
AT3G13200	1214.33
AT3G13210	11.50
AT3G13220	36
AT3G13222	462
AT3G13223	0
AT3G13224	309.50
AT3G13225	349.50
AT3G13226	291.50
AT3G13227	1
AT3G13228	0
AT3G13229	0
AT3G13230	463
AT3G13235	1391
AT3G13240	50
AT3G13275	52.50
AT3G13277	40
AT3G13280	0
AT3G13290	678.00
AT3G13300	2540.50
AT3G13310	936
AT3G13320	664.00
AT3G13330	3229.83
AT3G13335	0
AT3G13340	832.33
AT3G13350	260
AT3G13360	518
AT3G13370	0
AT3G13380	1025.50
AT3G13390	0
AT3G13400	0
AT3G13403	12.62
AT3G13404	12.62
AT3G13405	4.33
AT3G13410	4643.50
AT3G13420	33
AT3G13430	284
AT3G13432	1
AT3G13433	84.50
AT3G13435	9
AT3G13437	156
AT3G13440	386
AT3G13445	316.50
AT3G13450	290.00
AT3G13460	7022.33
AT3G13470	2943
AT3G13480	268.83
AT3G13490	1301
AT3G13500	1
AT3G13510	390
AT3G13520	722.25
AT3G13525	0
AT3G13530	806
AT3G13540	29
AT3G13550	270
AT3G13560	1396.17
AT3G13570	514.50
AT3G13580	1039.61
AT3G13590	17
AT3G13594	0
AT3G13600	26.50
AT3G13610	369.50
AT3G13620	99.50
AT3G13630	0
AT3G13640	4
AT3G13650	61.50
AT3G13660	0
AT3G13662	0
AT3G13670	2097.58
AT3G13672	452.33
AT3G13674	49
AT3G13677	67.50
AT3G13680	0
AT3G13682	52
AT3G13686	0
AT3G13690	664
AT3G13700	77.83
AT3G13710	77.83
AT3G13720	526.50
AT3G13724	0
AT3G13730	107
AT3G13740	672.33
AT3G13750	7163.58
AT3G13760	0
AT3G13770	33
AT3G13772	1382
AT3G13780	94
AT3G13782	57.50
AT3G13784	9
AT3G13790	1301
AT3G13800	331.50
AT3G13810	537.33
AT3G13820	0
AT3G13830	0
AT3G13840	0
AT3G13845	183.50
AT3G13850	24.50
AT3G13855	9.50
AT3G13857	1
AT3G13860	453
AT3G13870	2903.25
AT3G13880	58
AT3G13882	447
AT3G13890	0
AT3G13898	1
AT3G13900	8
AT3G13910	440.50
AT3G13920	7585.92
AT3G13930	3333.75
AT3G13940	328
AT3G13950	362.17
AT3G13960	124
AT3G13970	37.50
AT3G13980	164.50
AT3G13990	951.50
AT3G14000	120
AT3G14010	964.50
AT3G14020	208
AT3G14030	0
AT3G14040	0
AT3G14050	1863.50
AT3G14060	14
AT3G14067	5357.25
AT3G14070	63
AT3G14075	358.83
AT3G14080	249.50
AT3G14090	412
AT3G14100	1858.83
AT3G14110	1603.83
AT3G14120	396.50
AT3G14130	370.25
AT3G14140	8
AT3G14150	245.75
AT3G14160	120.50
AT3G14170	20
AT3G14172	350
AT3G14180	431
AT3G14185	0
AT3G14190	66.50
AT3G14200	501.00
AT3G14205	986
AT3G14210	17585.75
AT3G14220	802
AT3G14225	4
AT3G14230	1995.25
AT3G14240	1092.50
AT3G14250	0
AT3G14260	0
AT3G14270	1685.17
AT3G14280	197.50
AT3G14290	1330.50
AT3G14300	0
AT3G14310	7241.50
AT3G14320	5
AT3G14330	245
AT3G14340	238.17
AT3G14350	2077.00
AT3G14360	37
AT3G14362	0
AT3G14370	11.50
AT3G14380	2
AT3G14385	0
AT3G14390	769
AT3G14395	45
AT3G14400	1128.50
AT3G14410	317
AT3G14415	16130.37
AT3G14420	24279.87
AT3G14430	201.50
AT3G14431	0
AT3G14440	168.50
AT3G14450	56.50
AT3G14452	0.50
AT3G14460	79
AT3G14470	354.67
AT3G14475	23.67
AT3G14480	0
AT3G14490	0
AT3G14510	0
AT3G14520	0
AT3G14530	0
AT3G14540	29
AT3G14550	33
AT3G14560	82.50
AT3G14570	42.83
AT3G14580	42.50
AT3G14590	57
AT3G14595	736.42
AT3G14600	2299
AT3G14610	52
AT3G14620	2759.50
AT3G14630	13
AT3G14640	13.67
AT3G14650	2414.75
AT3G14660	1995.67
AT3G14670	0
AT3G14680	40.08
AT3G14690	1719.50
AT3G14700	6
AT3G14710	10
AT3G14720	984.50
AT3G14730	50
AT3G14735	2
AT3G14740	80.50
AT3G14750	142
AT3G14760	63
AT3G14770	556
AT3G14780	5
AT3G14790	699
AT3G14810	445.00
AT3G14820	0
AT3G14830	533.33
AT3G14840	3030.78
AT3G14850	57.50
AT3G14855	0
AT3G14860	531
AT3G14870	187.50
AT3G14880	0
AT3G14890	165.00
AT3G14900	128
AT3G14910	221.50
AT3G14920	552.50
AT3G14930	3366
AT3G14940	77.83
AT3G14950	13
AT3G14960	367
AT3G14970	0
AT3G14980	270.50
AT3G14981	8.50
AT3G14990	1846.67
AT3G15000	1579.33
AT3G15010	518
AT3G15020	585.33
AT3G15030	1317.17
AT3G15040	460.50
AT3G15050	7
AT3G15055	0
AT3G15060	229.50
AT3G15070	552
AT3G15080	185.50
AT3G15090	461
AT3G15095	1054.50
AT3G15110	1177.50
AT3G15111	0
AT3G15115	98
AT3G15120	318
AT3G15130	18
AT3G15140	175.50
AT3G15150	59
AT3G15160	517.00
AT3G15170	1
AT3G15180	595.50
AT3G15190	5106.42
AT3G15200	362.17
AT3G15210	739.50
AT3G15220	394
AT3G15240	1
AT3G15250	0
AT3G15251	0
AT3G15260	900.17
AT3G15270	49.50
AT3G15280	0
AT3G15290	366
AT3G15300	23
AT3G15340	10
AT3G15350	1135
AT3G15351	172
AT3G15352	578.00
AT3G15353	9514.42
AT3G15354	1204.33
AT3G15355	528
AT3G15356	1593.50
AT3G15357	16
AT3G15358	24
AT3G15359	0
AT3G15360	11127.08
AT3G15370	1
AT3G15380	502.33
AT3G15390	234
AT3G15395	115.50
AT3G15400	64
AT3G15410	847.75
AT3G15420	31
AT3G15430	1056.83
AT3G15440	0
AT3G15450	556.50
AT3G15460	172
AT3G15470	654
AT3G15480	759.50
AT3G15490	0
AT3G15500	22
AT3G15510	391.50
AT3G15518	162.33
AT3G15520	1286.08
AT3G15530	674
AT3G15534	2
AT3G15536	1291
AT3G15540	132.50
AT3G15548	0
AT3G15550	86
AT3G15570	401.50
AT3G15578	0.50
AT3G15580	511.50
AT3G15585	0
AT3G15590	471.50
AT3G15604	0
AT3G15605	48.50
AT3G15610	644
AT3G15620	56
AT3G15630	450.50
AT3G15640	1349.33
AT3G15650	46
AT3G15660	1059
AT3G15670	3
AT3G15680	325.50
AT3G15690	1168.50
AT3G15700	0
AT3G15710	568.00
AT3G15720	25
AT3G15730	8255.33
AT3G15740	6
AT3G15750	43.50
AT3G15760	183
AT3G15770	285
AT3G15780	192
AT3G15790	957
AT3G15800	28.50
AT3G15810	986
AT3G15820	529.83
AT3G15830	3
AT3G15840	8862.53
AT3G15850	2799.33
AT3G15860	1
AT3G15870	8
AT3G15880	1968.83
AT3G15890	71.50
AT3G15900	339.50
AT3G15909	0
AT3G15910	0
AT3G15920	484.00
AT3G15930	43
AT3G15940	691.50
AT3G15950	443.83
AT3G15960	0
AT3G15970	291.50
AT3G15980	2403.50
AT3G15990	88.50
AT3G16000	2691.50
AT3G16010	142
AT3G16020	0
AT3G16030	209.50
AT3G16040	2
AT3G16050	198.50
AT3G16060	998.50
AT3G16070	7
AT3G16080	1424
AT3G16090	388.50
AT3G16100	439.50
AT3G16110	554
AT3G16117	0
AT3G16120	3
AT3G16130	3901.79
AT3G16140	12084.96
AT3G16150	20
AT3G16160	3
AT3G16170	296.33
AT3G16175	32.50
AT3G16180	274.50
AT3G16190	613
AT3G16200	285
AT3G16210	0
AT3G16220	681.50
AT3G16230	542.50
AT3G16240	6906.08
AT3G16250	2001.33
AT3G16260	635
AT3G16270	1461.50
AT3G16280	42
AT3G16290	1506.50
AT3G16300	0
AT3G16310	400.50
AT3G16320	34
AT3G16330	78
AT3G16340	149
AT3G16350	153
AT3G16360	30
AT3G16370	5796.83
AT3G16380	12.83
AT3G16390	7.83
AT3G16400	3190.75
AT3G16410	520.91
AT3G16420	1951.58
AT3G16430	84.42
AT3G16432	0
AT3G16440	2.92
AT3G16450	343.50
AT3G16460	1276.17
AT3G16470	4695.83
AT3G16480	907.50
AT3G16490	16
AT3G16500	368.50
AT3G16510	289.50
AT3G16520	2184.33
AT3G16530	4077.50
AT3G16540	2
AT3G16550	0
AT3G16552	0
AT3G16555	0
AT3G16560	518
AT3G16565	548
AT3G16570	1919
AT3G16580	0
AT3G16590	0
AT3G16600	0
AT3G16610	20.50
AT3G16620	144
AT3G16630	1456.17
AT3G16640	20268.36
AT3G16650	50.50
AT3G16660	266
AT3G16670	1175.50
AT3G16680	1
AT3G16690	70.50
AT3G16700	233.50
AT3G16710	75.50
AT3G16712	16.50
AT3G16720	805
AT3G16730	79
AT3G16740	275.50
AT3G16750	122.33
AT3G16760	861.50
AT3G16770	894
AT3G16780	1048.00
AT3G16785	753.75
AT3G16800	151.50
AT3G16810	336.50
AT3G16820	0
AT3G16830	1145.50
AT3G16840	493.50
AT3G16850	1954
AT3G16851	0
AT3G16857	832.50
AT3G16860	247.50
AT3G16870	185
AT3G16880	0
AT3G16890	81
AT3G16895	0
AT3G16900	3
AT3G16910	2018
AT3G16920	50
AT3G16930	0
AT3G16940	860
AT3G16950	581.33
AT3G16960	0
AT3G16970	0
AT3G16980	18.50
AT3G16990	287.50
AT3G17000	896.50
AT3G17010	0
AT3G17020	2437.67
AT3G17030	60
AT3G17040	1290.83
AT3G17060	0
AT3G17070	183
AT3G17080	0
AT3G17090	1182
AT3G17100	825.50
AT3G17120	546.75
AT3G17130	41
AT3G17140	0
AT3G17150	0
AT3G17152	6
AT3G17155	0
AT3G17160	175.33
AT3G17170	933.17
AT3G17180	1
AT3G17185	491
AT3G17190	0
AT3G17205	1330.92
AT3G17210	1204.83
AT3G17220	2.50
AT3G17225	23.50
AT3G17230	1
AT3G17240	2436.25
AT3G17250	162
AT3G17261	0
AT3G17265	0
AT3G17270	0
AT3G17280	15
AT3G17300	257.00
AT3G17310	325
AT3G17320	0.67
AT3G17330	447.50
AT3G17340	750.50
AT3G17350	124
AT3G17360	79.50
AT3G17365	139
AT3G17370	0
AT3G17380	130
AT3G17390	10443.33
AT3G17400	0
AT3G17410	2031.50
AT3G17420	525
AT3G17430	505.83
AT3G17440	609
AT3G17450	369.33
AT3G17460	45
AT3G17465	486.33
AT3G17470	464
AT3G17480	0
AT3G17490	0
AT3G17500	0
AT3G17510	1447.92
AT3G17520	0
AT3G17530	0
AT3G17540	0
AT3G17550	0
AT3G17560	0
AT3G17570	0
AT3G17580	2
AT3G17590	255.17
AT3G17600	3
AT3G17609	536.50
AT3G17611	156
AT3G17620	2
AT3G17626	41
AT3G17630	40
AT3G17640	116.50
AT3G17650	1293.92
AT3G17660	38
AT3G17668	81
AT3G17670	229.50
AT3G17675	0
AT3G17680	120
AT3G17690	87.50
AT3G17700	907.00
AT3G17710	99.50
AT3G17712	101.50
AT3G17720	2
AT3G17730	14
AT3G17740	331.50
AT3G17750	573
AT3G17760	0
AT3G17770	914.78
AT3G17780	614.50
AT3G17790	902.83
AT3G17800	3657.86
AT3G17810	1587.50
AT3G17820	1177
AT3G17830	85
AT3G17840	622.67
AT3G17845	0
AT3G17850	1146.92
AT3G17860	549.83
AT3G17880	754
AT3G17890	46
AT3G17900	848
AT3G17910	251
AT3G17920	374.50
AT3G17930	1173
AT3G17940	813.50
AT3G17950	159
AT3G17970	843.00
AT3G17980	0
AT3G17998	366.33
AT3G18000	366.33
AT3G18010	102
AT3G18020	48.50
AT3G18030	122
AT3G18035	1662.50
AT3G18040	506.50
AT3G18050	1321.17
AT3G18060	1932
AT3G18070	24.33
AT3G18080	5004.93
AT3G18090	99.50
AT3G18100	129
AT3G18110	670.50
AT3G18120	0
AT3G18130	891.75
AT3G18140	1194.00
AT3G18150	0
AT3G18160	332
AT3G18165	716.50
AT3G18170	278.50
AT3G18180	0.50
AT3G18190	1043
AT3G18200	0
AT3G18210	396
AT3G18215	483.50
AT3G18217	55.50
AT3G18220	0
AT3G18230	446.50
AT3G18235	1
AT3G18240	222
AT3G18250	312.50
AT3G18260	39
AT3G18270	578.50
AT3G18280	512.67
AT3G18282	1
AT3G18290	2404.33
AT3G18291	0
AT3G18295	213
AT3G18300	55.50
AT3G18310	170.50
AT3G18320	79
AT3G18330	0
AT3G18340	0
AT3G18350	369.50
AT3G18360	14
AT3G18362	0
AT3G18370	1318.50
AT3G18380	279
AT3G18390	2313.83
AT3G18400	2
AT3G18410	816.67
AT3G18420	894
AT3G18430	428
AT3G18440	770.50
AT3G18450	0
AT3G18460	0
AT3G18470	0
AT3G18480	910.50
AT3G18485	41
AT3G18490	6359.33
AT3G18500	693.00
AT3G18510	38
AT3G18518	0
AT3G18520	500.50
AT3G18524	107
AT3G18530	28.50
AT3G18535	331.50
AT3G18550	2
AT3G18560	38
AT3G18570	2
AT3G18580	121.50
AT3G18590	0
AT3G18600	416.50
AT3G18610	21
AT3G18620	137
AT3G18630	20.50
AT3G18640	411
AT3G18650	0
AT3G18660	18.50
AT3G18670	15
AT3G18680	2087.00
AT3G18690	254.67
AT3G18700	0
AT3G18710	129
AT3G18715	0
AT3G18720	1
AT3G18730	64.25
AT3G18740	3114.75
AT3G18750	451.50
AT3G18760	197.50
AT3G18770	160
AT3G18773	108.50
AT3G18779	0
AT3G18780	11469.92
AT3G18790	446
AT3G18800	166.50
AT3G18810	0
AT3G18815	0
AT3G18820	2310.75
AT3G18827	0
AT3G18830	2122
AT3G18840	8
AT3G18850	223
AT3G18860	1332.50
AT3G18870	199
AT3G18880	17
AT3G18890	3680.50
AT3G18895	0
AT3G18900	19
AT3G18910	97.50
AT3G18930	457.50
AT3G18940	309.50
AT3G18950	189
AT3G18952	0
AT3G18957	0
AT3G18960	38.50
AT3G18970	90
AT3G18980	498.50
AT3G18990	525
AT3G19000	519.00
AT3G19002	228.50
AT3G19010	4152
AT3G19020	273
AT3G19030	1077
AT3G19035	0
AT3G19040	3.33
AT3G19050	107
AT3G19055	0
AT3G19070	0
AT3G19080	91.50
AT3G19085	0
AT3G19090	0
AT3G19100	893
AT3G19120	310.50
AT3G19130	1173.33
AT3G19140	0
AT3G19150	296
AT3G19160	0
AT3G19170	6143.67
AT3G19180	302
AT3G19184	4
AT3G19190	955.50
AT3G19200	6
AT3G19210	65
AT3G19220	240.50
AT3G19230	17
AT3G19235	0
AT3G19240	419
AT3G19250	89
AT3G19260	386
AT3G19270	27
AT3G19274	0
AT3G19280	158
AT3G19290	500.50
AT3G19300	40
AT3G19310	0
AT3G19320	0
AT3G19330	52
AT3G19340	724.50
AT3G19350	4
AT3G19360	100.50
AT3G19370	255.00
AT3G19380	336
AT3G19390	15
AT3G19400	373.50
AT3G19410	0
AT3G19420	1883.17
AT3G19430	4.33
AT3G19440	73
AT3G19450	1761.25
AT3G19460	311.50
AT3G19470	33
AT3G19480	685.08
AT3G19490	1554.33
AT3G19500	74
AT3G19508	46
AT3G19510	252
AT3G19515	412.50
AT3G19520	841.00
AT3G19530	0
AT3G19540	420.50
AT3G19550	37
AT3G19553	898
AT3G19560	0
AT3G19570	284
AT3G19580	331.83
AT3G19590	190.50
AT3G19595	1
AT3G19600	0
AT3G19610	0
AT3G19615	1
AT3G19620	72
AT3G19630	346.50
AT3G19640	659.50
AT3G19650	180.50
AT3G19660	71
AT3G19663	3
AT3G19670	506.50
AT3G19680	933.50
AT3G19690	9.50
AT3G19700	1352.50
AT3G19710	13629.83
AT3G19720	1501.50
AT3G19740	878.50
AT3G19760	2120.50
AT3G19770	350
AT3G19780	265.50
AT3G19790	292.50
AT3G19800	1204.33
AT3G19810	894.33
AT3G19820	3778.17
AT3G19830	699.50
AT3G19840	310.33
AT3G19850	269
AT3G19860	707.50
AT3G19870	827
AT3G19880	0
AT3G19890	0
AT3G19895	345.50
AT3G19900	743.00
AT3G19910	542
AT3G19920	0
AT3G19930	1823.72
AT3G19940	0
AT3G19950	582
AT3G19960	856
AT3G19970	306
AT3G19980	779.50
AT3G19990	465.50
AT3G20000	1399.50
AT3G20010	188
AT3G20015	129
AT3G20020	223.50
AT3G20030	0
AT3G20040	78.50
AT3G20050	2399.25
AT3G20060	992
AT3G20070	140
AT3G20080	234
AT3G20090	70
AT3G20100	374.50
AT3G20110	0
AT3G20120	214.50
AT3G20130	20
AT3G20140	1
AT3G20150	102
AT3G20155	0
AT3G20160	0
AT3G20170	111
AT3G20180	2
AT3G20190	3
AT3G20200	44
AT3G20210	23.00
AT3G20220	22.00
AT3G20230	1402.17
AT3G20240	243.33
AT3G20250	1313.83
AT3G20260	227
AT3G20270	332.50
AT3G20280	125
AT3G20290	1115.33
AT3G20300	319.17
AT3G20310	941
AT3G20320	813
AT3G20330	751.67
AT3G20340	9
AT3G20350	281
AT3G20360	2
AT3G20362	0
AT3G20365	0
AT3G20370	83
AT3G20380	1
AT3G20390	5216.08
AT3G20395	9.50
AT3G20400	0
AT3G20410	1182.50
AT3G20420	120
AT3G20430	164.25
AT3G20440	161.33
AT3G20450	18
AT3G20460	9
AT3G20470	112.50
AT3G20475	27
AT3G20480	42.50
AT3G20490	176.50
AT3G20500	614.00
AT3G20510	768.50
AT3G20520	1
AT3G20530	3.50
AT3G20540	504
AT3G20550	243
AT3G20555	0
AT3G20557	0
AT3G20560	288.50
AT3G20570	129
AT3G20580	0
AT3G20590	21
AT3G20600	454.83
AT3G20610	0
AT3G20620	256.50
AT3G20630	1124
AT3G20640	77
AT3G20650	293
AT3G20655	0
AT3G20660	29.50
AT3G20670	761
AT3G20680	564.83
AT3G20690	0
AT3G20700	0
AT3G20710	0
AT3G20720	794.50
AT3G20730	49.50
AT3G20740	277.50
AT3G20750	0
AT3G20760	0
AT3G20770	2974.46
AT3G20780	193
AT3G20790	863.25
AT3G20800	665.75
AT3G20810	681
AT3G20820	1224
AT3G20830	66
AT3G20840	0
AT3G20850	0
AT3G20860	122.50
AT3G20865	37.50
AT3G20870	561.00
AT3G20880	0
AT3G20885	0
AT3G20890	184.50
AT3G20898	46
AT3G20900	30
AT3G20910	233.50
AT3G20920	690
AT3G20930	381.25
AT3G20935	0
AT3G20940	0
AT3G20950	0
AT3G20960	59
AT3G20966	0
AT3G20970	409
AT3G20978	1
AT3G20980	0
AT3G20993	0
AT3G20997	0
AT3G21000	0
AT3G21055	17067.58
AT3G21060	232
AT3G21070	673.50
AT3G21080	134
AT3G21090	48
AT3G21100	131.83
AT3G21110	274.50
AT3G21120	0
AT3G21130	0
AT3G21140	436
AT3G21150	235.17
AT3G21160	577.50
AT3G21170	0
AT3G21175	313
AT3G21180	0
AT3G21190	602
AT3G21200	1686.50
AT3G21210	29.50
AT3G21215	612
AT3G21220	691.50
AT3G21230	435.50
AT3G21240	180
AT3G21250	870
AT3G21260	91.50
AT3G21270	267
AT3G21280	253
AT3G21290	304
AT3G21295	298
AT3G21300	244.50
AT3G21310	13
AT3G21320	6
AT3G21330	5
AT3G21338	0
AT3G21340	0
AT3G21350	368.50
AT3G21351	11
AT3G21352	0
AT3G21360	155
AT3G21370	14
AT3G21371	0
AT3G21380	0
AT3G21390	351
AT3G21400	177
AT3G21410	0
AT3G21420	23
AT3G21430	431.50
AT3G21450	0
AT3G21460	19
AT3G21465	299
AT3G21470	31
AT3G21475	0
AT3G21480	142.50
AT3G21490	0
AT3G21500	34
AT3G21510	26
AT3G21520	98.50
AT3G21530	97.50
AT3G21540	272.50
AT3G21550	39
AT3G21560	1712.25
AT3G21570	0
AT3G21580	446
AT3G21590	0
AT3G21600	32.50
AT3G21610	350.50
AT3G21620	14
AT3G21630	1126.50
AT3G21640	329.50
AT3G21650	392
AT3G21660	11
AT3G21670	1417
AT3G21680	0
AT3G21690	2099.50
AT3G21700	437.50
AT3G21710	19
AT3G21720	0
AT3G21730	0
AT3G21740	104
AT3G21750	1384.25
AT3G21755	658.33
AT3G21760	650.33
AT3G21770	98
AT3G21780	165.83
AT3G21781	29.33
AT3G21790	693
AT3G21800	0
AT3G21805	2
AT3G21810	403.83
AT3G21820	252.83
AT3G21830	0
AT3G21840	0
AT3G21850	0
AT3G21860	0.50
AT3G21865	1040.50
AT3G21870	119
AT3G21880	3
AT3G21890	64
AT3G21900	0
AT3G21910	0
AT3G21920	0
AT3G21930	0
AT3G21940	0
AT3G21945	0
AT3G21950	181
AT3G21960	0
AT3G21970	0
AT3G21980	0
AT3G21990	0
AT3G22000	0
AT3G22010	0
AT3G22020	0
AT3G22022	0
AT3G22030	0
AT3G22040	0
AT3G22050	0
AT3G22053	0
AT3G22057	0
AT3G22060	1086.33
AT3G22070	38
AT3G22072	38
AT3G22080	0
AT3G22090	0
AT3G22100	20
AT3G22104	223.33
AT3G22110	2013.83
AT3G22120	5376.58
AT3G22121	3199.58
AT3G22142	201.00
AT3G22150	562.50
AT3G22160	346
AT3G22170	1100.00
AT3G22180	193.50
AT3G22183	73
AT3G22190	461.50
AT3G22200	2206.50
AT3G22210	1130.50
AT3G22220	345
AT3G22230	1848
AT3G22231	21046.06
AT3G22235	15531.48
AT3G22240	362.24
AT3G22250	0.33
AT3G22260	278.50
AT3G22270	717.83
AT3G22275	32
AT3G22290	654.50
AT3G22300	525.50
AT3G22310	341.50
AT3G22320	1172
AT3G22330	941.50
AT3G22345	0
AT3G22350	0
AT3G22360	0
AT3G22370	1547
AT3G22380	4463.83
AT3G22400	263
AT3G22410	55.50
AT3G22415	24
AT3G22420	528.50
AT3G22421	0
AT3G22425	318.67
AT3G22430	170.33
AT3G22436	0
AT3G22440	3187.50
AT3G22450	44
AT3G22460	120.50
AT3G22470	91.50
AT3G22480	625.50
AT3G22490	11.50
AT3G22500	0
AT3G22510	0
AT3G22520	512.67
AT3G22530	510
AT3G22540	0
AT3G22550	620
AT3G22560	5
AT3G22570	0
AT3G22580	0
AT3G22590	391.50
AT3G22600	3179.00
AT3G22620	108.33
AT3G22630	758.83
AT3G22640	0
AT3G22650	0
AT3G22660	329
AT3G22670	43
AT3G22680	180.50
AT3G22690	39
AT3G22700	1
AT3G22710	0
AT3G22720	0
AT3G22723	0
AT3G22730	0
AT3G22740	2154.25
AT3G22750	343
AT3G22760	245
AT3G22770	2
AT3G22780	472
AT3G22790	169.50
AT3G22800	3.50
AT3G22810	80
AT3G22820	14
AT3G22830	1
AT3G22840	601.92
AT3G22845	1504.40
AT3G22850	580
AT3G22860	0
AT3G22870	0
AT3G22880	123.00
AT3G22886	29
AT3G22890	18309.07
AT3G22900	28
AT3G22910	612
AT3G22920	0
AT3G22930	145.50
AT3G22940	0
AT3G22942	255
AT3G22950	499.50
AT3G22960	3752
AT3G22961	10.50
AT3G22968	1578.17
AT3G22970	1578.17
AT3G22980	333.50
AT3G22990	407.50
AT3G23000	1778.83
AT3G23010	135
AT3G23020	87.50
AT3G23030	936.67
AT3G23040	0
AT3G23050	1919.50
AT3G23060	0
AT3G23070	518
AT3G23080	831.50
AT3G23090	123
AT3G23100	243.50
AT3G23110	1097
AT3G23120	1314.50
AT3G23125	0
AT3G23130	0
AT3G23140	0
AT3G23145	0
AT3G23150	62
AT3G23160	197
AT3G23165	0
AT3G23167	0
AT3G23170	306
AT3G23171	0
AT3G23172	0
AT3G23175	6
AT3G23180	0
AT3G23190	8
AT3G23200	62
AT3G23210	183
AT3G23220	0
AT3G23230	9
AT3G23240	41
AT3G23245	0
AT3G23250	163.83
AT3G23255	85
AT3G23260	21
AT3G23270	1
AT3G23280	2982.67
AT3G23290	311
AT3G23300	1705.90
AT3G23310	588.50
AT3G23320	0.33
AT3G23325	175
AT3G23326	0
AT3G23330	60
AT3G23340	249.50
AT3G23350	0
AT3G23360	0
AT3G23370	31.33
AT3G23380	0
AT3G23390	2260.50
AT3G23400	6065.67
AT3G23410	894.50
AT3G23420	0
AT3G23430	149
AT3G23440	23.50
AT3G23450	185.83
AT3G23460	1.64
AT3G23470	17.36
AT3G23480	288.49
AT3G23490	1369.50
AT3G23510	136.00
AT3G23530	2142.50
AT3G23540	520
AT3G23550	317.50
AT3G23560	363.83
AT3G23570	2177.50
