Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/H553.sam
AT1G13240	0
AT1G13245	637
AT1G13250	351
AT1G13260	999.50
AT1G13270	1742.50
AT1G13280	1063
AT1G13290	0.50
AT1G13300	0
AT1G13310	26
AT1G13320	1353.86
AT1G13330	229.83
AT1G13340	963.83
AT1G13350	430
AT1G13360	1061
AT1G13370	9
AT1G13380	571
AT1G13390	640.43
AT1G13400	4
AT1G13410	68
AT1G13420	11
AT1G13430	3
AT1G13440	17844.08
AT1G13448	25
AT1G13450	499
AT1G13460	379.50
AT1G13470	1333.50
AT1G13480	16
AT1G13485	0
AT1G13490	0
AT1G13500	0
AT1G13510	0
AT1G13520	64
AT1G13530	4
AT1G13540	2
AT1G13550	10
AT1G13560	1408
AT1G13570	201
AT1G13580	140
AT1G13590	0
AT1G13600	14
AT1G13605	0.50
AT1G13607	3
AT1G13608	14
AT1G13609	404.61
AT1G13610	0
AT1G13620	0
AT1G13630	27
AT1G13635	3
AT1G13640	684.50
AT1G13650	336.50
AT1G13670	14
AT1G13680	3
AT1G13690	286.50
AT1G13700	100
AT1G13710	130
AT1G13720	0
AT1G13730	444
AT1G13740	160.50
AT1G13750	489
AT1G13755	0
AT1G13760	0
AT1G13770	208
AT1G13780	80
AT1G13790	64
AT1G13800	22.50
AT1G13810	110.50
AT1G13820	1004.50
AT1G13830	50.50
AT1G13840	0
AT1G13850	0
AT1G13860	399.50
AT1G13870	305
AT1G13880	495.50
AT1G13890	0
AT1G13900	636
AT1G13910	81
AT1G13920	58.50
AT1G13930	8731.92
AT1G13940	259
AT1G13950	277
AT1G13960	542
AT1G13970	77
AT1G13980	924
AT1G13990	2106.92
AT1G14000	1807.83
AT1G14010	885.17
AT1G14020	349
AT1G14030	544.50
AT1G14040	104.50
AT1G14048	0
AT1G14060	191
AT1G14070	81
AT1G14071	2
AT1G14080	6
AT1G14100	2
AT1G14110	0
AT1G14120	96
AT1G14130	222
AT1G14140	296.50
AT1G14150	1801
AT1G14160	54
AT1G14170	257.33
AT1G14180	103.50
AT1G14185	8
AT1G14190	20.50
AT1G14200	254
AT1G14205	73.50
AT1G14210	221
AT1G14220	0
AT1G14225	0
AT1G14230	765.33
AT1G14240	4.25
AT1G14250	2804.50
AT1G14260	83.50
AT1G14270	1076.50
AT1G14280	644.50
AT1G14290	419
AT1G14300	262.50
AT1G14310	271
AT1G14315	6.50
AT1G14320	7071.83
AT1G14330	283
AT1G14340	354
AT1G14345	1926.50
AT1G14350	224.00
AT1G14360	1243.50
AT1G14370	702.33
AT1G14380	524
AT1G14390	21
AT1G14400	2718
AT1G14410	557.50
AT1G14420	4
AT1G14430	153.50
AT1G14440	218
AT1G14450	773.67
AT1G14455	0
AT1G14460	248.83
AT1G14470	19
AT1G14480	61
AT1G14490	20
AT1G14500	4
AT1G14510	781
AT1G14518	0
AT1G14520	128.50
AT1G14530	133.00
AT1G14540	43.33
AT1G14549	0
AT1G14550	0
AT1G14560	316.50
AT1G14570	816.43
AT1G14580	356
AT1G14590	196
AT1G14600	115.17
AT1G14610	1716
AT1G14620	369
AT1G14630	28
AT1G14640	65.25
AT1G14642	13
AT1G14650	1178.08
AT1G14660	99
AT1G14670	3350.00
AT1G14680	12
AT1G14685	670.50
AT1G14686	2
AT1G14687	54
AT1G14688	0
AT1G14690	561
AT1G14700	387.50
AT1G14710	1113.42
AT1G14720	934.50
AT1G14730	17
AT1G14740	1719.50
AT1G14750	12
AT1G14755	0
AT1G14760	3
AT1G14770	110
AT1G14780	45
AT1G14790	451
AT1G14800	43.50
AT1G14810	2418.10
AT1G14820	506
AT1G14830	1887.50
AT1G14840	403
AT1G14850	572.50
AT1G14860	14
AT1G14870	294
AT1G14880	14432.83
AT1G14890	184
AT1G14900	320.50
AT1G14910	850.83
AT1G14920	938
AT1G14930	0
AT1G14940	0
AT1G14950	0
AT1G14960	0
AT1G14970	119
AT1G14980	1395.62
AT1G14990	242
AT1G15000	114.50
AT1G15002	1.50
AT1G15010	115.50
AT1G15015	0
AT1G15020	403.17
AT1G15030	753.50
AT1G15040	29.50
AT1G15045	0
AT1G15050	7
AT1G15060	590
AT1G15080	61
AT1G15090	0
AT1G15100	248.50
AT1G15110	135
AT1G15120	2516.83
AT1G15125	961.50
AT1G15130	2034
AT1G15140	2569.50
AT1G15150	131.75
AT1G15160	57.67
AT1G15165	68
AT1G15170	131.67
AT1G15175	80.50
AT1G15180	718.33
AT1G15190	2
AT1G15200	566.67
AT1G15210	17
AT1G15215	114.50
AT1G15220	79.50
AT1G15230	515
AT1G15240	637
AT1G15250	157
AT1G15260	477
AT1G15270	1926
AT1G15280	679.75
AT1G15290	2341
AT1G15310	35
AT1G15320	0
AT1G15330	0
AT1G15340	801.67
AT1G15350	337.50
AT1G15360	1
AT1G15370	502
AT1G15380	10
AT1G15385	0
AT1G15390	496
AT1G15400	702
AT1G15405	17.50
AT1G15410	323
AT1G15415	29
AT1G15420	237
AT1G15430	256
AT1G15440	334
AT1G15450	0
AT1G15460	1.33
AT1G15470	337.50
AT1G15480	111
AT1G15490	202
AT1G15500	2796.50
AT1G15510	126.50
AT1G15520	6031.50
AT1G15530	281.50
AT1G15540	0
AT1G15550	53
AT1G15570	183
AT1G15580	15.50
AT1G15590	0
AT1G15600	0.50
AT1G15610	0
AT1G15620	0
AT1G15630	6
AT1G15640	0
AT1G15650	0
AT1G15660	217
AT1G15670	582
AT1G15680	0
AT1G15690	14836.83
AT1G15700	67
AT1G15710	401
AT1G15720	57.50
AT1G15730	828
AT1G15740	1663.33
AT1G15750	3530.50
AT1G15757	0
AT1G15760	38
AT1G15770	0
AT1G15772	1
AT1G15780	997.33
AT1G15790	427.50
AT1G15800	112.50
AT1G15810	1639.83
AT1G15820	35656.00
AT1G15825	28.50
AT1G15830	68
AT1G15840	0
AT1G15850	0
AT1G15860	851.50
AT1G15870	14
AT1G15880	602.50
AT1G15885	71
AT1G15890	133
AT1G15900	18
AT1G15910	336.50
AT1G15920	279.50
AT1G15930	2239.17
AT1G15940	251.50
AT1G15950	1710.83
AT1G15960	634.33
AT1G15970	405.33
AT1G15980	4828.50
AT1G15990	53.50
AT1G16000	235
AT1G16010	805.50
AT1G16020	437.17
AT1G16022	3.67
AT1G16025	3.67
AT1G16030	112
AT1G16040	228.00
AT1G16060	331
AT1G16070	34
AT1G16080	3916
AT1G16090	235.50
AT1G16100	0
AT1G16110	280.50
AT1G16120	0
AT1G16130	81
AT1G16150	4
AT1G16160	1
AT1G16170	221.25
AT1G16180	3955.83
AT1G16190	343.50
AT1G16210	957
AT1G16220	44
AT1G16225	0
AT1G16230	0
AT1G16240	1020.50
AT1G16250	155
AT1G16260	760.50
AT1G16270	657
AT1G16280	189.50
AT1G16290	0
AT1G16300	71.50
AT1G16310	67.50
AT1G16320	1216
AT1G16330	42.50
AT1G16340	263.50
AT1G16350	951.83
AT1G16360	4
AT1G16370	54
AT1G16380	0
AT1G16390	312
AT1G16400	468.50
AT1G16410	12154.50
AT1G16420	88
AT1G16430	90.67
AT1G16440	2.50
AT1G16445	60.50
AT1G16450	0
AT1G16460	1043
AT1G16470	1470.50
AT1G16480	40
AT1G16489	15.83
AT1G16490	38.33
AT1G16500	580.50
AT1G16510	462.33
AT1G16515	27
AT1G16520	404.50
AT1G16530	63
AT1G16540	176
AT1G16560	1562.75
AT1G16570	281
AT1G16590	47.50
AT1G16610	1021.33
AT1G16630	91
AT1G16635	3
AT1G16640	34.50
AT1G16650	99
AT1G16670	539.00
AT1G16680	256
AT1G16690	151
AT1G16700	1451.00
AT1G16705	1
AT1G16710	717
AT1G16720	3395.50
AT1G16730	273.50
AT1G16740	422
AT1G16750	291.83
AT1G16760	0
AT1G16770	17.50
AT1G16780	258.50
AT1G16790	170
AT1G16800	108
AT1G16810	802.00
AT1G16820	57.33
AT1G16825	49
AT1G16830	15
AT1G16840	936.67
AT1G16850	179
AT1G16858	399.75
AT1G16860	399.75
AT1G16870	548.50
AT1G16880	10561.75
AT1G16890	2490.75
AT1G16900	511.50
AT1G16905	0
AT1G16910	0
AT1G16916	90
AT1G16920	592.75
AT1G16930	87
AT1G16940	0
AT1G16950	0
AT1G16960	112.83
AT1G16970	311
AT1G16980	0
AT1G17000	0
AT1G17010	0
AT1G17020	59
AT1G17030	2
AT1G17040	125.50
AT1G17050	999.50
AT1G17060	65.50
AT1G17070	287
AT1G17080	741.50
AT1G17090	67
AT1G17100	2735.50
AT1G17110	892.50
AT1G17120	455.75
AT1G17130	795.00
AT1G17140	508.50
AT1G17145	369.50
AT1G17147	64
AT1G17150	0
AT1G17160	500
AT1G17170	42
AT1G17180	4
AT1G17190	115
AT1G17200	899.50
AT1G17210	1123
AT1G17220	6666.67
AT1G17230	200.83
AT1G17232	53.83
AT1G17235	4.50
AT1G17240	39
AT1G17250	71
AT1G17255	89
AT1G17260	18.50
AT1G17270	120
AT1G17280	569.25
AT1G17285	0
AT1G17290	6972.94
AT1G17300	0
AT1G17310	0
AT1G17330	297.33
AT1G17340	702.50
AT1G17345	13
AT1G17350	142
AT1G17360	1131
AT1G17370	1167
AT1G17380	489.50
AT1G17400	9
AT1G17410	86
AT1G17420	1882.17
AT1G17430	425.50
AT1G17440	1142
AT1G17450	319.75
AT1G17455	103.33
AT1G17460	131
AT1G17470	1674.58
AT1G17480	42
AT1G17490	292.50
AT1G17500	676.50
AT1G17510	129.50
AT1G17520	188
AT1G17530	346.50
AT1G17540	1
AT1G17545	0
AT1G17550	1351.33
AT1G17560	62
AT1G17570	0
AT1G17580	560.50
AT1G17590	149.50
AT1G17600	406.50
AT1G17610	198
AT1G17615	53.50
AT1G17620	1596.50
AT1G17630	54
AT1G17640	69
AT1G17650	986.50
AT1G17660	0
AT1G17665	230.50
AT1G17670	0
AT1G17680	368.50
AT1G17690	422.50
AT1G17700	21
AT1G17710	3
AT1G17720	1485.33
AT1G17730	712
AT1G17744	430.08
AT1G17745	2065.58
AT1G17750	126.83
AT1G17760	399
AT1G17770	0
AT1G17780	348.50
AT1G17790	161
AT1G17800	0
AT1G17810	4.50
AT1G17820	398
AT1G17830	149
AT1G17840	2363.17
AT1G17850	374.17
AT1G17860	195
AT1G17870	83
AT1G17880	3186.33
AT1G17890	971.94
AT1G17910	0
AT1G17920	83
AT1G17930	196.50
AT1G17940	227.83
AT1G17950	4
AT1G17960	3
AT1G17970	180.33
AT1G17980	545
AT1G17990	520
AT1G18000	495.50
AT1G18010	492.83
AT1G18020	514.25
AT1G18030	153.83
AT1G18040	130.83
AT1G18050	0
AT1G18060	2185.42
AT1G18070	2376.42
AT1G18075	16
AT1G18080	4902.90
AT1G18090	128.50
AT1G18100	36.50
AT1G18130	0
AT1G18140	21.25
AT1G18150	1090.50
AT1G18160	1058.50
AT1G18170	674.33
AT1G18180	53.50
AT1G18190	241.50
AT1G18200	60.50
AT1G18210	2278.83
AT1G18220	0
AT1G18250	327
AT1G18260	1316.50
AT1G18265	27
AT1G18270	907.50
AT1G18280	0.33
AT1G18290	3
AT1G18300	231.50
AT1G18310	0
AT1G18320	33
AT1G18330	111.75
AT1G18335	90
AT1G18340	152
AT1G18350	1.50
AT1G18360	527.50
AT1G18370	217.50
AT1G18382	24
AT1G18390	265.50
AT1G18400	123
AT1G18410	4.33
AT1G18415	52
AT1G18420	51
AT1G18430	0
AT1G18440	325
AT1G18450	523.83
AT1G18460	635
AT1G18470	1125
AT1G18480	391
AT1G18485	306
AT1G18486	0
AT1G18490	296
AT1G18500	1282.50
AT1G18510	0
AT1G18520	0
AT1G18530	2.50
AT1G18540	5021.83
AT1G18550	72
AT1G18560	121
AT1G18570	485.33
AT1G18580	541.50
AT1G18590	2106.33
AT1G18600	467.50
AT1G18610	166
AT1G18620	677
AT1G18630	248
AT1G18640	551.50
AT1G18650	319
AT1G18660	1093.83
AT1G18670	259
AT1G18680	107.50
AT1G18690	146.50
AT1G18700	675.50
AT1G18710	85
AT1G18720	2129.25
AT1G18730	1473.42
AT1G18735	657.92
AT1G18740	1038.50
AT1G18745	69.50
AT1G18750	136
AT1G18760	0
AT1G18770	0
AT1G18773	28
AT1G18780	0
AT1G18790	0
AT1G18800	376
AT1G18810	400.25
AT1G18820	0
AT1G18830	8
AT1G18835	1
AT1G18840	384.50
AT1G18850	152
AT1G18860	14
AT1G18870	40.50
AT1G18871	1.50
AT1G18879	0
AT1G18880	101.83
AT1G18890	2351.33
AT1G18900	490.50
AT1G18910	309.50
AT1G18940	61
AT1G18950	456
AT1G18960	0
AT1G18970	0
AT1G18980	28
AT1G18990	1
AT1G19000	3802.33
AT1G19010	161
AT1G19020	763.50
AT1G19025	40.50
AT1G19040	0
AT1G19050	545.25
AT1G19060	0
AT1G19070	12
AT1G19080	197
AT1G19086	0
AT1G19090	0
AT1G19100	138.00
AT1G19110	823.67
AT1G19115	0
AT1G19120	351.83
AT1G19130	846.33
AT1G19140	489.50
AT1G19150	1853
AT1G19160	1
AT1G19170	305.50
AT1G19180	1382.50
AT1G19190	26.50
AT1G19200	8
AT1G19210	9
AT1G19220	207
AT1G19230	29.50
AT1G19240	136.50
AT1G19250	381.83
AT1G19260	0
AT1G19270	451
AT1G19290	133
AT1G19300	839
AT1G19310	354
AT1G19320	17
AT1G19330	293.50
AT1G19340	93.50
AT1G19350	2330
AT1G19360	858.50
AT1G19370	412
AT1G19371	2
AT1G19373	2
AT1G19376	0
AT1G19380	728.25
AT1G19390	0
AT1G19394	7.80
AT1G19396	30.50
AT1G19397	46.50
AT1G19400	942.50
AT1G19410	0
AT1G19430	442.33
AT1G19440	562.50
AT1G19450	1276.50
AT1G19460	0
AT1G19464	2
AT1G19470	0
AT1G19480	216.50
AT1G19485	316
AT1G19490	94.50
AT1G19500	0
AT1G19510	18.50
AT1G19520	526.50
AT1G19530	10
AT1G19540	46
AT1G19550	179.17
AT1G19570	11244.33
AT1G19580	682.00
AT1G19600	515
AT1G19610	19
AT1G19620	15
AT1G19630	24
AT1G19640	85
AT1G19650	467
AT1G19660	4114.96
AT1G19670	5915.67
AT1G19680	594.25
AT1G19690	267.00
AT1G19700	722.50
AT1G19710	291.83
AT1G19715	723.33
AT1G19720	595.50
AT1G19730	166
AT1G19740	2761.08
AT1G19750	2
AT1G19770	1360.50
AT1G19780	3.50
AT1G19790	3
AT1G19800	739.50
AT1G19830	10
AT1G19835	1140
AT1G19840	19
AT1G19850	189.50
AT1G19860	385.50
AT1G19870	906.75
AT1G19880	729
AT1G19890	0
AT1G19900	0
AT1G19910	3682
AT1G19920	2502
AT1G19930	0
AT1G19940	78
AT1G19950	251
AT1G19960	950.50
AT1G19968	2
AT1G19970	107
AT1G19980	71
AT1G19990	127
AT1G20000	0
AT1G20010	3046.83
AT1G20015	0
AT1G20020	17876.25
AT1G20030	77.50
AT1G20040	0
AT1G20050	1120.67
AT1G20060	75.50
AT1G20065	10
AT1G20070	269
AT1G20080	2
AT1G20090	846
AT1G20100	1464.50
AT1G20110	2035.83
AT1G20120	11
AT1G20130	0
AT1G20132	0
AT1G20135	0
AT1G20140	169
AT1G20150	0.33
AT1G20160	155
AT1G20170	0
AT1G20180	4.50
AT1G20190	177.50
AT1G20200	1476.17
AT1G20210	0
AT1G20220	641.50
AT1G20225	886.33
AT1G20230	63
AT1G20240	0.50
AT1G20250	0
AT1G20260	4654.08
AT1G20270	373.75
AT1G20280	0.50
AT1G20290	8.50
AT1G20300	203.50
AT1G20310	43
AT1G20320	0
AT1G20330	2512.17
AT1G20340	71664.92
AT1G20350	177.50
AT1G20360	0
AT1G20370	336.50
AT1G20375	0
AT1G20380	125
AT1G20400	1
AT1G20405	0
AT1G20410	271.92
AT1G20420	0
AT1G20430	367
AT1G20440	3301.33
AT1G20450	3587.33
AT1G20460	150
AT1G20470	33.50
AT1G20480	35.50
AT1G20490	188.50
AT1G20500	1
AT1G20510	3327.50
AT1G20515	18.33
AT1G20520	17.33
AT1G20530	11.25
AT1G20540	187
AT1G20550	76
AT1G20560	546.50
AT1G20570	15.67
AT1G20575	355.50
AT1G20580	693.25
AT1G20590	6.00
AT1G20600	1.25
AT1G20610	117.00
AT1G20620	51811.33
AT1G20630	1679
AT1G20640	336.50
AT1G20650	423.50
AT1G20670	427.50
AT1G20680	3
AT1G20690	8.50
AT1G20691	8.50
AT1G20693	2757.58
AT1G20696	2346.75
AT1G20700	3
AT1G20710	0
AT1G20720	91
AT1G20730	0
AT1G20735	0
AT1G20740	0
AT1G20750	0
AT1G20760	919
AT1G20770	453.00
AT1G20780	788.50
AT1G20790	0
AT1G20795	1
AT1G20800	0
AT1G20810	1038
AT1G20816	135
AT1G20820	0
AT1G20823	211
AT1G20830	526
AT1G20840	1354
AT1G20850	231.50
AT1G20860	0
AT1G20870	45.50
AT1G20875	2
AT1G20880	242.50
AT1G20890	154
AT1G20900	6
AT1G20910	194
AT1G20920	561
AT1G20925	0
AT1G20930	139
AT1G20940	0
AT1G20950	1354.50
AT1G20960	2100.50
AT1G20967	0
AT1G20970	882.33
AT1G20980	2091.75
AT1G20990	2
AT1G21000	716.50
AT1G21010	122.50
AT1G21050	279.50
AT1G21060	368
AT1G21065	2150.33
AT1G21070	160
AT1G21080	1234.50
AT1G21090	104.33
AT1G21100	137.75
AT1G21110	74.25
AT1G21120	222.67
AT1G21130	5655.33
AT1G21140	18
AT1G21150	50
AT1G21160	337
AT1G21170	465
AT1G21190	471.50
AT1G21200	170.50
AT1G21202	3
AT1G21210	4.92
AT1G21230	1
AT1G21240	1460.58
AT1G21245	120.00
AT1G21250	12372.92
AT1G21270	4417.92
AT1G21280	116.75
AT1G21281	0
AT1G21310	10058.47
AT1G21320	3
AT1G21323	0
AT1G21326	8
AT1G21327	0
AT1G21340	0
AT1G21350	688.50
AT1G21360	5
AT1G21370	689.50
AT1G21380	1518.83
AT1G21390	499
AT1G21395	0
AT1G21400	782
AT1G21410	370.50
AT1G21420	0
AT1G21430	50.83
AT1G21440	3525.50
AT1G21450	629.50
AT1G21460	306
AT1G21470	4
AT1G21475	0
AT1G21480	225
AT1G21500	3062.33
AT1G21510	23
AT1G21520	291
AT1G21528	1
AT1G21529	0
AT1G21530	1.50
AT1G21540	105
AT1G21550	292
AT1G21560	329.00
AT1G21580	1026
AT1G21590	1748.00
AT1G21600	2352.50
AT1G21610	437.50
AT1G21620	0
AT1G21630	1964.50
AT1G21640	1692.00
AT1G21650	729.75
AT1G21651	128.25
AT1G21660	912.83
AT1G21670	990
AT1G21680	2435.83
AT1G21690	266.50
AT1G21695	18
AT1G21700	630.50
AT1G21710	221
AT1G21720	1491
AT1G21722	0
AT1G21730	255.33
AT1G21738	0
AT1G21740	108
AT1G21750	10336.83
AT1G21760	442.00
AT1G21770	611.33
AT1G21780	1175.66
AT1G21790	163.50
AT1G21800	0
AT1G21810	25
AT1G21830	288
AT1G21835	0
AT1G21840	90
AT1G21850	0
AT1G21860	0
AT1G21864	0
AT1G21866	0
AT1G21870	0
AT1G21880	522.33
AT1G21890	8.50
AT1G21900	1159
AT1G21910	278
AT1G21920	490.83
AT1G21925	0
AT1G21928	0
AT1G21930	321.50
AT1G21940	0
AT1G21950	0
AT1G21960	0
AT1G21970	0
AT1G21975	0
AT1G21980	460.50
AT1G21990	0
AT1G22000	0
AT1G22010	0
AT1G22015	0
AT1G22020	561
AT1G22030	35
AT1G22040	225.50
AT1G22050	103
AT1G22060	756.50
AT1G22065	16
AT1G22067	0
AT1G22070	1338
AT1G22080	0.50
AT1G22090	0
AT1G22100	0
AT1G22110	16
AT1G22120	0
AT1G22130	0
AT1G22140	291.50
AT1G22150	3.50
AT1G22160	189.50
AT1G22170	148.50
AT1G22180	498
AT1G22190	959.50
AT1G22200	822.00
AT1G22210	0.33
AT1G22220	15
AT1G22230	15
AT1G22240	3
AT1G22250	155
AT1G22260	23
AT1G22270	292.50
AT1G22275	10
AT1G22280	1809.75
AT1G22290	0
AT1G22300	4552.67
AT1G22310	157.83
AT1G22320	0
AT1G22330	229
AT1G22340	148.25
AT1G22360	669.25
AT1G22370	168
AT1G22380	33.33
AT1G22400	1601.25
AT1G22403	76.50
AT1G22410	5611.00
AT1G22420	2
AT1G22430	848.50
AT1G22440	8.50
AT1G22450	1898.50
AT1G22460	0
AT1G22470	3
AT1G22480	2
AT1G22490	26
AT1G22500	205
AT1G22510	230
AT1G22520	499
AT1G22530	1728
AT1G22540	349
AT1G22550	132.50
AT1G22570	354.50
AT1G22590	286
AT1G22600	1
AT1G22610	1880.67
AT1G22620	689.50
AT1G22630	1643.50
AT1G22640	148
AT1G22650	530
AT1G22651	0
AT1G22660	232
AT1G22670	5
AT1G22680	0
AT1G22690	675.50
AT1G22700	2053.83
AT1G22710	1689
AT1G22720	0
AT1G22730	693.50
AT1G22740	169
AT1G22750	1032.00
AT1G22760	0
AT1G22767	0
AT1G22770	791.50
AT1G22780	2053.17
AT1G22790	342
AT1G22800	211.75
AT1G22810	4
AT1G22830	88.50
AT1G22840	2133.17
AT1G22850	1900.50
AT1G22860	395
AT1G22870	503.50
AT1G22880	189
AT1G22882	561.83
AT1G22885	206
AT1G22890	920.83
AT1G22900	43
AT1G22910	513.00
AT1G22920	639.50
AT1G22930	3283.50
AT1G22940	492.62
AT1G22950	293.75
AT1G22960	160
AT1G22970	247.50
AT1G22980	7
AT1G22985	54.67
AT1G22990	201.50
AT1G23000	97
AT1G23010	87
AT1G23020	1288
AT1G23030	1065
AT1G23037	0
AT1G23040	174
AT1G23050	18.50
AT1G23052	18.50
AT1G23060	6
AT1G23070	0
AT1G23074	0
AT1G23080	1698
AT1G23090	1727.17
AT1G23100	53
AT1G23110	10
AT1G23120	60
AT1G23130	13065.17
AT1G23140	146.50
AT1G23145	0
AT1G23147	0
AT1G23149	31.50
AT1G23150	31.50
AT1G23160	0
AT1G23170	217.50
AT1G23180	811.83
AT1G23190	2475.50
AT1G23200	50
AT1G23201	0
AT1G23205	462.50
AT1G23210	0
AT1G23220	294.50
AT1G23230	818
AT1G23240	0
AT1G23250	0
AT1G23260	829.50
AT1G23270	0
AT1G23280	438.50
AT1G23290	1520
AT1G23300	0
AT1G23310	35333.75
AT1G23320	0
AT1G23330	266
AT1G23340	52
AT1G23350	3
AT1G23360	344
AT1G23380	34
AT1G23390	1646
AT1G23400	1183.50
AT1G23410	89
AT1G23420	0
AT1G23440	914
AT1G23450	9
AT1G23460	95
AT1G23465	13
AT1G23480	478
AT1G23490	7537.08
AT1G23500	0
AT1G23510	3
AT1G23520	0
AT1G23530	25
AT1G23540	12
AT1G23550	104
AT1G23560	24
AT1G23570	0
AT1G23580	0
AT1G23590	0
AT1G23600	0
AT1G23610	0
AT1G23640	0
AT1G23650	0
AT1G23660	0
AT1G23670	0
AT1G23680	0
AT1G23690	0
AT1G23700	5
AT1G23710	389.50
AT1G23720	0
AT1G23724	0
AT1G23730	281.17
AT1G23740	3923.92
AT1G23750	215
AT1G23760	0
AT1G23770	2
AT1G23780	559.50
AT1G23790	48
AT1G23800	75.83
AT1G23810	0
AT1G23820	2308.58
AT1G23830	140.33
AT1G23840	256.50
AT1G23850	100
AT1G23860	413.50
AT1G23870	457.50
AT1G23880	98.50
AT1G23890	58
AT1G23900	1233.33
AT1G23910	0
AT1G23935	19.50
AT1G23940	24
AT1G23950	567.50
AT1G23960	748
AT1G23965	0
AT1G23970	160.50
AT1G23980	91
AT1G24000	0
AT1G24010	0
AT1G24020	1451.83
AT1G24030	86.50
AT1G24040	343.00
AT1G24050	702.33
AT1G24060	0
AT1G24062	0
AT1G24068	1
AT1G24070	106
AT1G24080	0
AT1G24090	40
AT1G24095	77
AT1G24100	1732
AT1G24110	0
AT1G24120	615.50
AT1G24130	7
AT1G24140	629.50
AT1G24145	620
AT1G24147	2188.50
AT1G24148	689.83
AT1G24150	1142.50
AT1G24159	0
AT1G24160	1016.50
AT1G24170	992.50
AT1G24180	1218.50
AT1G24190	796
AT1G24200	0
AT1G24210	15.83
AT1G24220	0
AT1G24230	0
AT1G24240	155.50
AT1G24250	0
AT1G24256	0
AT1G24260	26
AT1G24265	24
AT1G24267	795
AT1G24270	39
AT1G24280	259.50
AT1G24290	79.50
AT1G24300	886.00
AT1G24310	334.50
AT1G24320	18.50
AT1G24330	107.50
AT1G24340	394.17
AT1G24350	543.00
AT1G24360	2071.33
AT1G24380	1
AT1G24388	0
AT1G24390	0
AT1G24400	144
AT1G24405	6
AT1G24420	0
AT1G24430	5
AT1G24440	236
AT1G24450	223.50
AT1G24460	1121.33
AT1G24470	18
AT1G24480	0
AT1G24485	0
AT1G24490	713
AT1G24510	2316.00
AT1G24520	3
AT1G24530	391
AT1G24540	0
AT1G24560	657.50
AT1G24570	5
AT1G24575	214.50
AT1G24577	20.50
AT1G24580	35
AT1G24590	0
AT1G24600	27
AT1G24610	585.50
AT1G24620	3
AT1G24625	299
AT1G24650	0
AT1G24706	810.25
AT1G24735	2
AT1G24764	414.33
AT1G24793	158.00
AT1G24800	441.74
AT1G24807	1.83
AT1G24822	258.92
AT1G24851	1.40
AT1G24880	619.02
AT1G24881	440.72
AT1G24909	0.10
AT1G24996	1202.14
AT1G25025	0.60
AT1G25054	1419.47
AT1G25055	437.86
AT1G25083	0.50
AT1G25097	313.95
AT1G25098	706.88
AT1G25112	0.40
AT1G25141	3.00
AT1G25145	102.19
AT1G25150	427.85
AT1G25155	0.10
AT1G25175	543.33
AT1G25180	0.60
AT1G25210	98.39
AT1G25211	434.95
AT1G25220	1665.83
AT1G25230	251.50
AT1G25240	0
AT1G25250	98
AT1G25260	747
AT1G25270	0
AT1G25275	1588
AT1G25280	902.83
AT1G25290	266.83
AT1G25300	0
AT1G25310	0
AT1G25320	112.50
AT1G25330	0
AT1G25340	0
AT1G25350	1255.83
AT1G25360	46.50
AT1G25370	199
AT1G25375	188.50
AT1G25380	562
AT1G25390	579.70
AT1G25400	332
AT1G25410	0
AT1G25420	559
AT1G25422	12
AT1G25425	107.50
AT1G25440	4377.50
AT1G25450	1230.50
AT1G25460	29.50
AT1G25470	73.33
AT1G25472	73.33
AT1G25480	274.50
AT1G25490	2197.00
AT1G25500	194.50
AT1G25510	106
AT1G25520	391
AT1G25530	85.50
AT1G25540	667.50
AT1G25550	1622.50
AT1G25560	970.50
AT1G25570	633
AT1G25580	329
AT1G25682	589.50
AT1G25988	0.50
AT1G26090	394
AT1G26100	83.50
AT1G26110	3444.33
AT1G26120	471.50
AT1G26130	560.67
AT1G26140	0.50
AT1G26150	1287
AT1G26160	562.50
AT1G26170	400.17
AT1G26180	441
AT1G26190	277.50
AT1G26200	62
AT1G26208	349.00
AT1G26210	331.50
AT1G26218	337.50
AT1G26220	301
AT1G26230	423.00
AT1G26233	7
AT1G26235	0.50
AT1G26240	4
AT1G26250	8
AT1G26260	102.50
AT1G26270	738
AT1G26290	5
AT1G26300	384
AT1G26310	0
AT1G26320	0
AT1G26330	61
AT1G26340	341.50
AT1G26350	0
AT1G26355	0
AT1G26360	0
AT1G26370	369
AT1G26380	335.67
AT1G26390	1061.50
AT1G26400	0
AT1G26410	82
AT1G26420	368
AT1G26430	0
AT1G26440	332
AT1G26450	35.50
AT1G26460	744.50
AT1G26470	228
AT1G26480	1.50
AT1G26490	0
AT1G26500	28.33
AT1G26510	1.33
AT1G26515	0
AT1G26520	117
AT1G26530	30
AT1G26540	31
AT1G26550	2045.83
AT1G26558	10
AT1G26560	518.50
AT1G26570	268.50
AT1G26580	1097.17
AT1G26590	2
AT1G26600	15
AT1G26610	2
AT1G26620	280
AT1G26630	10598.00
AT1G26640	449
AT1G26650	321.75
AT1G26660	147.50
AT1G26665	461.50
AT1G26670	1733
AT1G26680	1
AT1G26690	866
AT1G26700	0
AT1G26710	0
AT1G26720	0
AT1G26730	353
AT1G26740	231
AT1G26750	403.50
AT1G26760	31
